"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1770","SLC38A11",151258,"ENSG00000169507","Glutamatergic",0.561,0.151,3.65343136120322,2.53236564738729,0.735,0.47,0,0
"1771","SLC39A11",201266,"ENSG00000282291, ENSG00000133195","Non-neuronal",0.884,0.875,1.88663396534707,1.30771501382895,0.617,0.234,4.63878859013052e-195,2.33242929100353e-190
"1772","SLC39A12",221074,"ENSG00000148482","Non-neuronal",0.297,0.177,5.55053625604142,3.84733855647087,0.577,0.154,0,0
"1773","SLC3A2",6520,"ENSG00000168003","Non-neuronal",0.433,0.592,1.53617717789374,1.06479687969758,0.441,0.118,9.97135162031633e-138,5.01369530821125e-133
"1774","SLC44A1",23446,"ENSG00000070214","Non-neuronal",0.808,0.906,3.14493740308929,2.17990449398885,0.616,0.232,0,0
"1775","SLC47A1",55244,"ENSG00000142494","GABAergic",0.381,0.152,2.94059290505368,2.03826368131254,0.629,0.258,0,0
"1776","SLC48A1",55652,"ENSG00000211584","Non-neuronal",0.358,0.254,3.19119677993273,2.21196905062235,0.576,0.152,0,0
"1777","SLC4A3",6508,"ENSG00000114923","GABAergic",0.565,0.327,1.77168038326055,1.2280352625104,0.65,0.3,0,0
"1778","SLC4A4",8671,"ENSG00000080493","Non-neuronal",0.534,0.642,2.59397793526931,1.79800849226662,0.481,0.038,1.20136653062115e-117,6.04059105261622e-113
"1779","SLC4A5",57835,"ENSG00000188687","Non-neuronal",0.366,0.378,1.74269027437493,1.20794085027222,0.505,0.01,6.93873718865904e-37,3.48886644582965e-32
"1780","SLC5A11",115584,"ENSG00000158865, ENSG00000288216","Non-neuronal",0.692,0.526,6.77000717104064,4.69261138297743,0.684,0.368,0,0
"1781","SLC5A8",160728,"ENSG00000256870, ENSG00000262217","GABAergic",0.253,0.127,1.90933161600666,1.32344782638898,0.568,0.136,4.25278128245971e-312,2.13834095663357e-307
"1782","SLC6A1",6529,"ENSG00000157103","GABAergic",0.989,0.239,4.19125029807151,2.90515332712929,0.96,0.92,0,0
"1783","SLC6A7",6534,"ENSG00000011083","Glutamatergic",0.766,0.132,3.01663531290855,2.09097226192013,0.838,0.676,0,0
"1784","SLC7A11",23657,"ENSG00000151012","Non-neuronal",0.344,0.15,4.66896162987177,3.23627758988818,0.612,0.224,0,0
"1785","SLC7A2",6542,"ENSG00000003989","GABAergic",0.323,0.113,2.42454262171388,1.68056488238839,0.615,0.23,0,0
"1786","SLC7A7",9056,"ENSG00000155465","Non-neuronal",0.317,0.293,2.34220440710118,1.62349238107726,0.522,0.044,1.14093888148286e-38,5.73675478998397e-34
"1787","SLC8A2",6543,"ENSG00000118160","Glutamatergic",0.865,0.442,1.72064472890406,1.19266004258517,0.793,0.586,0,0
"1788","SLC9A2",6549,"ENSG00000115616","GABAergic",0.311,0.163,3.58033801988934,2.48170120393787,0.587,0.174,0,0
"1789","SLC9A9",285195,"ENSG00000181804","Non-neuronal",0.85,0.623,2.88804164239576,2.00183792176633,0.761,0.522,0,0
"1790","SLC9B1",150159,"ENSG00000164037","Non-neuronal",0.345,0.493,1.62893331128045,1.12909053203421,0.44,0.12,1.10146020247409e-142,5.53825204405996e-138
"1791","SLCO1A2",6579,"ENSG00000084453","Non-neuronal",0.521,0.272,7.27364400483853,5.04170583435058,0.676,0.352,0,0
"1792","SLCO1B1",10599,"ENSG00000134538","Non-neuronal",0.255,0.252,4.59017865862491,3.18166939549229,0.517,0.034,0,0
"1793","SLCO1C1",53919,"ENSG00000139155","Non-neuronal",0.313,0.083,5.96924266794555,4.13756372536458,0.623,0.246,0,0
"1794","SLCO3A1",28232,"ENSG00000176463","Non-neuronal",0.631,0.886,1.70417728708998,1.18124568172072,0.446,0.108,0,0
"1795","SLCO5A1",81796,"ENSG00000137571","GABAergic",0.598,0.496,2.16992141068229,1.50407490785108,0.591,0.182,0,0
"1796","SLIT1",6585,"ENSG00000187122","Glutamatergic",0.773,0.421,1.63455196006787,1.13298508259978,0.738,0.476,0,0
"1797","SLIT2",9353,"ENSG00000145147","GABAergic",0.744,0.707,1.55358453427268,1.07686273969265,0.612,0.224,1.04642867634855e-232,5.26154802754814e-228
"1798","SLIT3",6586,"ENSG00000184347","Glutamatergic",0.885,0.722,3.58397118569055,2.48421952256949,0.784,0.568,0,0
"1799","SMA4",11039,NA,"Non-neuronal",0.355,0.41,2.01307817595651,1.39535946191101,0.51,0.02,0,0
"1800","SMC4",10051,"ENSG00000113810","Non-neuronal",0.265,0.168,3.22761219567283,2.23721029337151,0.558,0.116,1.09719839866175e-195,5.51682326831114e-191
"1801","SMOC1",64093,"ENSG00000198732","Non-neuronal",0.37,0.16,3.81802396825407,2.6464525489056,0.621,0.242,0,0
"1802","SNCA",6622,"ENSG00000145335","Glutamatergic",0.964,0.483,1.8328827428386,1.27045750549555,0.854,0.708,0,0
"1803","SNRPN",6638,"ENSG00000128739","GABAergic",0.971,0.834,1.6485685707228,1.14270065675625,0.786,0.572,0,0
"1804","SNTA1",6640,"ENSG00000101400","Non-neuronal",0.452,0.548,1.81936072092797,1.26108475413273,0.468,0.0639999999999999,4.17118720398745e-87,2.09731463803693e-82
"1805","SNTB1",6641,"ENSG00000172164","Non-neuronal",0.416,0.341,2.29677708642305,1.59200456182883,0.566,0.132,7.41841003378878e-223,3.73005074908934e-218
"1806","SNTB2",6645,"ENSG00000168807, ENSG00000260873","Glutamatergic",0.933,0.743,1.56265539068332,1.08315017823894,0.766,0.532,0,0
"1807","SNTG2",54221,"ENSG00000172554, ENSG00000281486, ENSG00000281020","Glutamatergic",0.418,0.27,1.54102513913906,1.06815723036623,0.592,0.184,0,0
"1808","SNX1",6642,"ENSG00000028528","Non-neuronal",0.579,0.729,1.7359178245615,1.20324654577856,0.497,0.00600000000000001,3.10803721424378e-284,1.56275219169392e-279
"1809","SNX22",79856,"ENSG00000157734","Non-neuronal",0.339,0.31,3.83768366718515,2.66007961379034,0.553,0.106,0,0
"1810","SNX29",92017,"ENSG00000048471","Non-neuronal",0.937,0.928,2.17104958719331,1.50485690021888,0.583,0.166,3.29900072985629e-118,1.65877055697904e-113
"1811","SOCS6",9306,"ENSG00000170677","Non-neuronal",0.299,0.376,2.6895597388529,1.86426074993342,0.477,0.046,2.01401050869618e-139,1.01266462387753e-134
"1812","SOHLH1",402381,"ENSG00000165643","Glutamatergic",0.529,0.146,1.69675306490584,1.17609960304593,0.692,0.384,0,0
"1813","SORBS2",8470,"ENSG00000154556","Glutamatergic",0.978,0.795,1.53205557433457,1.06194000181115,0.78,0.56,0,0
"1814","SORCS2",57537,"ENSG00000184985","Non-neuronal",0.605,0.532,2.06041002313501,1.42816739833347,0.588,0.176,2.38583356424236e-187,1.1996209744367e-182
"1815","SORT1",6272,"ENSG00000134243","Non-neuronal",0.727,0.857,1.77953510494787,1.23347974070206,0.549,0.0980000000000001,9.98773296182316e-290,5.0219320105343e-285
"1816","SOX13",9580,"ENSG00000143842","Non-neuronal",0.352,0.194,3.31423977545196,2.29725595605415,0.597,0.194,0,0
"1817","SOX2",6657,"ENSG00000181449","Non-neuronal",0.457,0.126,3.55017936712586,2.46079681880538,0.678,0.356,0,0
"1818","SOX2.OT",NA,NA,"GABAergic",0.951,0.834,1.95282688761724,1.35359645127355,0.749,0.498,0,0
"1819","SOX2.OT",NA,NA,"Non-neuronal",0.923,0.855,1.9541657363199,1.35452447047699,0.733,0.466,0,0
"1820","SOX6",55553,"ENSG00000110693","Non-neuronal",0.576,0.408,2.22538439373997,1.54251891818296,0.634,0.268,0,0
"1821","SOX6",55553,"ENSG00000110693","GABAergic",0.648,0.354,2.50512253968149,1.73641862533739,0.714,0.428,0,0
"1822","SPAG6",9576,"ENSG00000077327","Glutamatergic",0.389,0.228,1.62091302955052,1.12353129636582,0.596,0.192,0,0
"1823","SPAG9",9043,"ENSG00000008294","Non-neuronal",0.83,0.925,1.53367537441072,1.063062761667,0.547,0.0940000000000001,2.46941243802244e-156,1.24164526796207e-151
"1824","SPATA13",221178,"ENSG00000182957","Non-neuronal",0.631,0.359,3.98628639011371,2.76308317221179,0.699,0.398,0,0
"1825","SPATA22",84690,"ENSG00000141255","Non-neuronal",0.569,0.451,3.92712754404088,2.72207738485123,0.621,0.242,0,0
"1826","SPATA6",54558,"ENSG00000132122","Non-neuronal",0.759,0.745,3.0515707725599,2.11518767727903,0.661,0.322,0,0
"1827","SPATC1",375686,"ENSG00000186583","Non-neuronal",0.277,0.183,3.29749122010944,2.28564674214003,0.559,0.118,0,0
"1828","SPEF1",25876,"ENSG00000101222","Glutamatergic",0.326,0.069,1.67516697928164,1.16113726865619,0.628,0.256,0,0
"1829","SPHKAP",80309,"ENSG00000153820","GABAergic",0.457,0.379,1.56938485581361,1.08781468802068,0.565,0.13,7.0026094871793e-214,3.52098207624862e-209
"1830","SPI1",6688,"ENSG00000066336","Non-neuronal",0.35,0.326,2.28396556169107,1.58312428958217,0.528,0.056,2.92961028297667e-119,1.4730373463835e-114
"1831","SPINT2",10653,"ENSG00000167642","GABAergic",0.671,0.506,1.66490428608298,1.15402371180059,0.647,0.294,0,0
"1832","SPNS2",124976,"ENSG00000183018","Non-neuronal",0.311,0.49,1.73018971572286,1.19927612328711,0.433,0.134,6.14597755702307e-243,3.09025897544677e-238
"1833","SPNS3",201305,"ENSG00000182557","Non-neuronal",0.355,0.393,1.53752321863263,1.06572988404066,0.489,0.022,2.18010180507404e-14,1.09617698860928e-09
"1834","SPOCK3",50859,"ENSG00000196104","GABAergic",0.947,0.692,2.69649821579673,1.86907013566442,0.867,0.734,0,0
"1835","SPOCK3",50859,"ENSG00000196104","Non-neuronal",0.786,0.75,1.51203488414864,1.04806271685592,0.616,0.232,9.71603558414874e-198,4.88531985206583e-193
"1836","SPON1",10418,"ENSG00000262655","Non-neuronal",0.594,0.546,2.53859593564628,1.75962061537415,0.579,0.158,1.93348780054237e-289,9.72177000990708e-285
"1837","SPON2",10417,"ENSG00000159674","Glutamatergic",0.41,0.092,2.12831058256569,1.4752324796613,0.667,0.334,0,0
"1838","SPP1",6696,"ENSG00000118785","Non-neuronal",0.502,0.078,6.80103349165197,4.71411718963232,0.725,0.45,0,0
"1839","SPSB1",80176,"ENSG00000171621","Non-neuronal",0.324,0.262,2.68251982015973,1.85938105013989,0.545,0.0900000000000001,8.27341191748531e-173,4.15995424623079e-168
"1840","SPTLC2",9517,"ENSG00000100596","Non-neuronal",0.644,0.663,2.26469693151421,1.56976829290183,0.532,0.0640000000000001,4.64181388835703e-102,2.3339504412048e-97
"1841","SPTSSB",165679,"ENSG00000196542","Glutamatergic",0.548,0.18,1.60349872787518,1.11146062225813,0.689,0.378,0,0
"1842","SREBF1",6720,"ENSG00000072310","Non-neuronal",0.388,0.37,2.43911205290334,1.69066364253973,0.543,0.0860000000000001,1.42423177027171e-304,7.16117976410319e-300
"1843","SRGAP1",57522,"ENSG00000196935","Non-neuronal",0.726,0.535,3.06596332287516,2.12516383295111,0.682,0.364,0,0
"1844","SRGAP2",23380,"ENSG00000266028","Non-neuronal",0.619,0.913,2.45860675741773,1.70417634200972,0.367,0.266,0,0
"1845","SRGAP2B",647135,"ENSG00000196369","Non-neuronal",0.582,0.871,2.35918032857617,1.63525919318506,0.33,0.34,0,0
"1846","SRGAP2C",653464,"ENSG00000171943","Non-neuronal",0.455,0.816,1.82409107911549,1.26436358857345,0.353,0.294,0,0
"1847","SST",6750,"ENSG00000157005","GABAergic",0.357,0.052,7.11592087486882,4.93238049150298,0.66,0.32,0,0
"1848","ST18",9705,"ENSG00000147488","Non-neuronal",0.626,0.226,8.41624321584264,5.8336952559681,0.749,0.498,0,0
"1849","ST3GAL4",6484,"ENSG00000110080","Non-neuronal",0.4,0.434,2.31119910324407,1.6020011421263,0.513,0.026,9.940488318782e-250,4.99817693156678e-245
"1850","ST6GAL1",6480,"ENSG00000073849","Non-neuronal",0.652,0.705,3.54369812551945,2.45630436445938,0.489,0.022,1.85268006454281e-62,9.31546063252773e-58
"1851","ST6GALNAC3",256435,"ENSG00000184005","Non-neuronal",0.755,0.738,2.92207938025181,2.0254310837939,0.625,0.25,0,0
"1852","STARD13",90627,"ENSG00000133121","Non-neuronal",0.804,0.841,1.71807662198013,1.19087996651148,0.583,0.166,1.40632876162493e-126,7.07116164632633e-122
"1853","STARD4.AS1",NA,NA,"Glutamatergic",0.717,0.406,1.77983039458297,1.23368441988008,0.719,0.438,0,0
"1854","STK10",6793,"ENSG00000072786","Non-neuronal",0.472,0.462,2.09934020877831,1.45515174675081,0.516,0.032,1.89785254905503e-27,9.54259240190359e-23
"1855","STK17A",9263,"ENSG00000164543","Non-neuronal",0.184,0.266,1.61917764541735,1.12232841974673,0.465,0.07,9.54854841661397e-89,4.80110562935767e-84
"1856","STK3",6788,"ENSG00000104375","Non-neuronal",0.774,0.853,1.79798644616158,1.24626923584189,0.517,0.034,1.52120223007096e-116,7.64875693301977e-112
"1857","STK32A",202374,"ENSG00000169302","Non-neuronal",0.273,0.201,3.72357280127807,2.58098398881559,0.547,0.0940000000000001,3.74919303235139e-238,1.8851317485966e-233
"1858","STK32B",55351,"ENSG00000152953","Non-neuronal",0.547,0.592,2.65062394315985,1.83727251292593,0.518,0.036,1.39497821344565e-236,7.01408995502609e-232
"1859","STK33",65975,"ENSG00000130413","Non-neuronal",0.503,0.459,3.19500251459166,2.21460698487114,0.571,0.142,0,0
"1860","STON2",85439,"ENSG00000140022","Non-neuronal",0.432,0.249,5.6079596307354,3.88714140673824,0.627,0.254,0,0
"1861","STOX1",219736,"ENSG00000165730","Non-neuronal",0.476,0.48,2.06130501884495,1.42878776208644,0.516,0.032,8.10079130319059e-55,4.07315887515726e-50
"1862","STX16",8675,"ENSG00000124222","Non-neuronal",0.499,0.688,1.63316705865238,1.13202514208827,0.491,0.018,0,0
"1863","STX1A",6804,"ENSG00000106089","Glutamatergic",0.883,0.34,2.18351119491373,1.51349462847553,0.838,0.676,0,0
"1864","STXBP3",6814,"ENSG00000116266","Non-neuronal",0.47,0.547,1.84167415801633,1.27655125013913,0.505,0.01,1.00283616659453e-164,5.04236052925397e-160
"1865","STXBP5L",9515,"ENSG00000145087","Glutamatergic",1,0.912,1.87212293961241,1.29765673725392,0.918,0.836,0,0
"1866","STYK1",55359,"ENSG00000060140","Glutamatergic",0.491,0.101,3.7807759900306,2.62063421781844,0.713,0.426,0,0
"1867","SUCLG2",8801,"ENSG00000172340","Non-neuronal",0.519,0.387,3.9890480345211,2.76499739824649,0.617,0.234,0,0
"1868","SUCLG2.AS1",NA,NA,"Non-neuronal",0.397,0.327,2.86530146279835,1.98607563039296,0.561,0.122,1.14969944138307e-238,5.7808037612182e-234
"1869","SULF1",23213,"ENSG00000137573","GABAergic",0.402,0.25,2.41152952557676,1.67154489149059,0.596,0.192,0,0
"1870","SULF2",55959,"ENSG00000196562","Non-neuronal",0.38,0.39,2.15276104609074,1.49218024951707,0.504,0.00800000000000001,2.76042408147655e-27,1.38796883240722e-22
"1871","SUSD6",9766,"ENSG00000100647","Non-neuronal",0.374,0.558,1.62299482749608,1.12497428874228,0.418,0.164,3.15813111961234e-147,1.58793990825228e-142
"1872","SV2B",9899,"ENSG00000185518","Glutamatergic",0.992,0.398,4.91971006101881,3.41008315796759,0.981,0.962,0,0
"1873","SV2C",22987,"ENSG00000122012","GABAergic",0.475,0.411,2.34746893225553,1.62714147184498,0.558,0.116,4.74303020007597e-322,2.3848430149002e-317
"1874","SVIP",258010,"ENSG00000198168","Non-neuronal",0.32,0.565,1.6205231599226,1.12326105933244,0.437,0.126,0,0
"1875","SWAP70",23075,"ENSG00000133789","Non-neuronal",0.394,0.417,2.0030411347523,1.38840231509915,0.5,0,3.281383409276e-38,1.64991239201807e-33
"1876","SYK",6850,"ENSG00000165025","Non-neuronal",0.257,0.099,6.78312614881761,4.70170476543536,0.587,0.174,0,0
"1877","SYNDIG1",79953,"ENSG00000101463","Non-neuronal",0.606,0.83,1.9261006896481,1.33507126250415,0.427,0.146,2.29399648881194e-262,1.15344437453953e-257
"1878","SYNE2",23224,"ENSG00000054654","Non-neuronal",0.686,0.662,2.04340710516379,1.41638187368044,0.544,0.0880000000000001,1.76205042538375e-24,8.85976574387203e-20
"1879","SYNE3",161176,"ENSG00000176438","Non-neuronal",0.319,0.326,1.68149721720401,1.16552505522435,0.51,0.02,2.80578482763318e-50,1.41077666918224e-45
"1880","SYNJ2",8871,"ENSG00000078269","Non-neuronal",0.586,0.712,1.58954608669522,1.10178938836289,0.471,0.0580000000000001,4.86886330214918e-77,2.44811315695363e-72
"1881","SYNPO",11346,"ENSG00000171992","Glutamatergic",0.642,0.208,1.97269317632964,1.36736671328273,0.743,0.486,0,0
"1882","SYNPO2",171024,"ENSG00000172403","Glutamatergic",0.835,0.338,2.3020459864558,1.59565668503117,0.815,0.63,0,0
"1883","SYNPR",132204,"ENSG00000163630","GABAergic",0.823,0.643,3.26036733856982,2.25991442831941,0.754,0.508,0,0
"1884","SYT17",51760,"ENSG00000103528","Non-neuronal",0.488,0.497,1.54841492751092,1.07327944134112,0.522,0.044,1.15449498719511e-49,5.80491624511571e-45
"1885","SYT7",9066,"ENSG00000011347","Glutamatergic",0.94,0.324,2.29351558852745,1.58974386375809,0.871,0.742,0,0
"1886","SYT9",143425,"ENSG00000170743","Non-neuronal",0.449,0.323,2.81749987956629,1.95294209774936,0.593,0.186,1.22921473237269e-309,6.18061459584312e-305
"1887","SYTL2",54843,"ENSG00000137501","Glutamatergic",0.884,0.395,1.99461442564925,1.38256136544297,0.828,0.656,0,0
"1888","SYTL3",94120,"ENSG00000164674","Non-neuronal",0.367,0.386,1.86867548167005,1.29526714150109,0.503,0.00600000000000001,2.90150684678612e-26,1.45890665763253e-21
"1889","SYTL5",94122,"ENSG00000147041","GABAergic",0.553,0.205,4.4814963894374,3.10633658702811,0.714,0.428,0,0
"1890","TAB1",10454,"ENSG00000100324","Non-neuronal",0.26,0.323,1.5579950399634,1.07991986927701,0.474,0.052,2.82486422395383e-44,1.42036998044622e-39
"1891","TAC1",6863,"ENSG00000006128","GABAergic",0.316,0.036,6.36587042943953,4.41248513997594,0.645,0.29,0,0
"1892","TACR1",6869,"ENSG00000115353","GABAergic",0.437,0.264,2.53060376687991,1.75408086612719,0.611,0.222,0,0
"1893","TACR3",6870,"ENSG00000169836","Non-neuronal",0.304,0.405,2.01603927667913,1.39741194052826,0.46,0.08,9.24528112673449e-96,4.64861980333337e-91
"1894","TALDO1",6888,"ENSG00000177156","Non-neuronal",0.289,0.452,1.65144778302003,1.14469637464231,0.436,0.128,1.37060193790785e-186,6.89152360399446e-182
"1895","TANC1",85461,"ENSG00000115183","Non-neuronal",0.781,0.534,3.28210249302244,2.27498008934727,0.727,0.454,0,0
"1896","TBC1D12",23232,"ENSG00000108239","Non-neuronal",0.782,0.795,2.27462218581949,1.57664795493987,0.561,0.122,3.30926150842313e-135,1.66392977905023e-130
"1897","TBC1D16",125058,"ENSG00000167291","Non-neuronal",0.529,0.489,1.81665538060898,1.25920955511817,0.529,0.0580000000000001,6.93095137215489e-18,3.4849516594332e-13
"1898","TBC1D2",55357,"ENSG00000095383","Non-neuronal",0.323,0.281,2.99971399285019,2.07924329663032,0.539,0.0780000000000001,1.31206881349136e-242,6.59721320111589e-238
"1899","TBC1D22A",25771,"ENSG00000054611","Non-neuronal",0.721,0.862,1.6853738630663,1.16821214137382,0.486,0.028,7.38707675235057e-154,3.71429606184939e-149
"1900","TBL1X",6907,"ENSG00000101849","Non-neuronal",0.723,0.593,2.47553585100726,1.71591069550074,0.631,0.262,2.08061525770557e-305,1.04615415772694e-300
"1901","TBR1",10716,"ENSG00000136535","Glutamatergic",0.646,0.017,4.16475625302725,2.88678905450524,0.817,0.634,0,0
"1902","TBXAS1",6916,"ENSG00000059377","Non-neuronal",0.436,0.288,6.13616828285782,4.25326774470426,0.606,0.212,0,0
"1903","TC2N",123036,"ENSG00000276776, ENSG00000165929","Glutamatergic",0.307,0.119,2.2940971755951,1.59014698919428,0.603,0.206,0,0
"1904","TCERG1L",256536,"ENSG00000176769","Glutamatergic",0.596,0.32,1.56803367588849,1.08687812146516,0.671,0.342,0,0
"1905","TCF12",6938,"ENSG00000140262","Non-neuronal",0.963,0.912,2.60511042644129,1.8057249471351,0.798,0.596,0,0
"1906","TCF7L1",83439,"ENSG00000152284","Non-neuronal",0.557,0.499,3.1742701048423,2.20023637350716,0.577,0.154,0,0
"1907","TCF7L2",6934,"ENSG00000148737","Non-neuronal",0.694,0.648,2.57349596631227,1.78381147323173,0.593,0.186,1.0389803459869e-261,5.22409707765672e-257
"1908","TCP11L2",255394,"ENSG00000166046","Non-neuronal",0.274,0.243,2.67414009415582,1.85357266668641,0.528,0.056,2.05213631545229e-147,1.03183466077257e-142
"1909","TEK",7010,"ENSG00000120156","Non-neuronal",0.287,0.308,1.92745181222008,1.3360077893055,0.497,0.00600000000000001,6.87787330624e-37,3.45826347711053e-32
"1910","TENM1",10178,"ENSG00000009694","GABAergic",0.9,0.789,2.08059564782226,1.44215900717329,0.725,0.45,0,0
"1911","TENM3",55714,"ENSG00000218336","GABAergic",0.925,0.819,1.62800330208856,1.12844589878496,0.713,0.426,0,0
"1912","TEP1",7011,"ENSG00000129566","Non-neuronal",0.372,0.338,2.51096945566617,1.74047139866715,0.533,0.0660000000000001,3.42552596528461e-107,1.72238871060476e-102
"1913","TESC",54997,"ENSG00000088992","Glutamatergic",0.614,0.181,3.04785530598354,2.11261231209715,0.755,0.51,0,0
"1914","TESK2",10420,"ENSG00000070759","Non-neuronal",0.72,0.599,3.41907074429206,2.36991924654103,0.651,0.302,0,0
"1915","TESPA1",9840,"ENSG00000135426","Glutamatergic",0.681,0.065,5.70687863862078,3.95570683815778,0.826,0.652,0,0
"1916","TEX14",56155,"ENSG00000121101","Non-neuronal",0.455,0.402,2.26486407819324,1.56988415015115,0.547,0.0940000000000001,1.49034988261327e-88,7.4936282447678e-84
"1917","TF",7018,"ENSG00000091513","Non-neuronal",0.701,0.692,4.42787169431808,3.06916678079777,0.627,0.254,0,0
"1918","TFEB",7942,"ENSG00000112561","Non-neuronal",0.344,0.164,4.04276403721628,2.80223049406561,0.606,0.212,0,0
"1919","TFEC",22797,"ENSG00000105967","Non-neuronal",0.298,0.346,4.35805184531909,3.02077134931699,0.491,0.018,0,0
"1920","TGFB1",7040,"ENSG00000105329","Non-neuronal",0.303,0.249,2.00569927109561,1.39024479481105,0.535,0.0700000000000001,8.51800957848871e-64,4.28294039615991e-59
"1921","TGFBR3L",100507588,"ENSG00000260001","Glutamatergic",0.538,0.124,1.73346917189064,1.20154926908358,0.712,0.424,0,0
"1922","THBS2",7058,"ENSG00000186340","Non-neuronal",0.259,0.101,3.94404578868209,2.73380421842432,0.586,0.172,0,0
"1923","THBS4",7060,"ENSG00000113296","Non-neuronal",0.332,0.306,2.22213914633011,1.5402694840906,0.528,0.056,1.99662629306426e-110,1.00392366641564e-105
