"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"3376","LOC105378517",105378517,NA,"OPC",0.636,0.425,2.6755042728914,1.85451824333076,0.649,0.298,3.21085540417976e-67,1.61445020577563e-62
"3377","LOC105378653",105378653,NA,"L2/3 IT",0.436,0.143,2.05675136090436,1.42563140692369,0.661,0.322,0,0
"3378","LOC105378653",105378653,NA,"L5 ET",0.905,0.2,2.98671789447109,2.07023508768057,0.905,0.81,9.67431667167076e-113,4.86434316568277e-108
"3379","LOC105378654",105378654,NA,"L5 ET",0.595,0.12,3.18074154662076,2.20472203513006,0.762,0.524,1.34277086888837e-80,6.75158620585763e-76
"3380","LOC105378657",105378657,NA,"Astrocyte",0.448,0.234,3.56844220299691,2.47345565199843,0.634,0.268,3.55853877583573e-206,1.78926888187796e-201
"3381","LOC105378657",105378657,NA,"L5 ET",0.975,0.237,5.30744180094297,3.67883832030962,0.975,0.95,6.35542815887577e-293,3.19557283256432e-288
"3382","LOC105378658",105378658,NA,"L5 ET",0.386,0.05,3.29941658072936,2.28698130042529,0.676,0.352,3.82380619340197e-110,1.92264799210444e-105
"3383","LOC105378763",105378763,NA,"Astrocyte",0.736,0.3,3.59098270046852,2.48907953426929,0.782,0.564,0,0
"3384","LOC105378763",105378763,NA,"L6b",0.757,0.3,2.08419530984319,1.44465410275407,0.776,0.552,5.53963454354825e-283,2.7853836448415e-278
"3385","LOC105378814",105378814,NA,"L2/3 IT",0.362,0.107,2.09462208747138,1.45188139426938,0.633,0.266,0,0
"3386","LOC105378823",105378823,NA,"L5 ET",0.5,0.072,2.10286540424588,1.45759522605008,0.715,0.43,1.17040623972163e-45,5.88491961394431e-41
"3387","LOC105378870",105378870,NA,"L6b",0.475,0.062,3.0072732827402,2.08448299710462,0.71,0.42,1.94561379364731e-313,9.78274071583803e-309
"3388","LOC105378909",105378909,NA,"VLMC",0.545,0.134,3.8562294361045,2.6729345612281,0.72,0.44,8.19940559258461e-05,1
"3389","LOC105378935",105378935,NA,"L5/6 IT Car3",0.401,0.102,2.20653283285297,1.52945201190499,0.653,0.306,1.48503468021155e-143,7.4669028755717e-139
