"","gene","entrez_id","cluster","pct.1","pct.2","avg_logFC","MAST_p_val","MAST_p_val_adj","roc_myAUC","roc_power"
"468","IRF8",3394,"Micro_C1QC",0.499,0.02,5.13825801869025,0,0,0.744,0.488
"469","ISLR",3671,"VLMC_CYP1B1",0.636,0.035,4.86256307329231,5.72657266994106e-13,2.87937800417307e-08,0.809,0.618
"470","ISM1",140862,"VLMC_CYP1B1",0.455,0.066,4.77698666385971,3.48614674132121e-10,1.75286944300372e-05,0.708,0.416
"471","ISYNA1",51477,"Peri_MUSTN1",0.625,0.078,4.43598720456966,3.30899833443872e-28,1.66379745253913e-23,0.794,0.588
"472","ITGA11",22801,"VLMC_CYP1B1",0.909,0.137,4.15681400925107,3.03536134746737e-13,1.52621003912007e-08,0.93,0.86
"473","ITGA2",3673,"Oligo",0.628,0.126,4.16333676575176,0,0,0.783,0.566
"474","ITGA6",3655,"Endo_CLDN5",0.914,0.246,3.52319729488384,7.75408269081456e-60,3.89883031776847e-55,0.919,0.838
"475","ITGA7",3679,"Astro_FGFR3",0.788,0.219,2.99184718000125,0,0,0.845,0.69
"476","ITGAL",3683,"Micro_C1QC",0.504,0.433,3.01315652347804,6.82773463795263e-116,3.43305325330896e-111,0.577,0.154
"477","ITGAM",3684,"Micro_C1QC",0.683,0.304,4.81974463436681,0,0,0.773,0.546
"478","ITGAX",3687,"Micro_C1QC",0.895,0.121,5.45316636658708,0,0,0.937,0.874
"479","ITGB2",3689,"Micro_C1QC",0.392,0.099,4.60396181838741,0,0,0.663,0.326
"480","ITGB4",3691,"Astro_FGFR3",0.475,0.121,3.46394158928668,0,0,0.699,0.398
"481","ITIH2",3698,"VLMC_CYP1B1",0.909,0.331,4.26147958688646,2.82335235525306e-24,1.41960979774479e-19,0.923,0.846
"482","ITM2A",9452,"Endo_CLDN5",0.729,0.128,3.23818154139848,8.93860589384473e-37,4.49442042948407e-32,0.827,0.654
"483","ITPR2",3709,"Micro_C1QC",1,0.66,2.60102731175541,0,0,0.966,0.932
"484","ITPR3",3710,"Endo_CLDN5",0.586,0.313,3.47601061698327,9.20938273072674e-48,4.63056973083671e-43,0.702,0.404
"485","JAG1",182,"Peri_MUSTN1",0.469,0.145,2.95617377054303,3.56180411366485e-09,0.000179091072639182,0.679,0.358
"486","KBTBD12",166348,"Micro_C1QC",0.692,0.411,2.52912861280952,3.86506299683645e-182,1.94339232543934e-177,0.734,0.468
"487","KCNH8",131096,"Oligo",0.956,0.476,3.11646446713023,0,0,0.938,0.876
"488","KCNJ2",3759,"Oligo",0.478,0.102,2.58228407151948,1.38459471805563e-306,6.96188070185553e-302,0.697,0.394
"489","KCNK13",56659,"Micro_C1QC",0.529,0.341,3.30599370989667,3.81816304110472e-182,1.91981055869786e-177,0.647,0.294
"490","KCNK17",89822,"VLMC_CYP1B1",0.727,0.026,5.51196039229805,3.10672532566692e-52,1.56209256099859e-47,0.86,0.72
"491","KCNK2",3776,"VLMC_CYP1B1",0.636,0.345,3.02606625675644,9.08252958959929e-08,0.00456678670294642,0.754,0.508
"492","KCNN3",3782,"Astro_FGFR3",0.88,0.399,2.76069197961308,0,0,0.862,0.724
"493","KCNQ1",3784,"Micro_C1QC",0.592,0.303,3.28798294167754,1.95118299763176e-230,9.81074323039228e-226,0.703,0.406
"494","KCNV1",27012,"Pyramidal",0.636,0.034,2.60072842181511,0,0,0.806,0.612
"495","KCTD12",115207,"Micro_C1QC",0.353,0.118,2.96886661704307,5.31925808025008e-107,2.67457615533054e-102,0.63,0.26
"496","KCTD9",54793,"VLMC_CYP1B1",0.727,0.199,3.62133100045708,3.00324637294337e-07,0.0151006230877965,0.809,0.618
"497","KDELC2",143888,"VLMC_CYP1B1",0.364,0.094,2.7089283089478,0.00941945789984448,1,0.643,0.286
"498","KIAA0226L",80183,"Micro_C1QC",0.601,0.236,3.09056338307292,2.09545371944303e-197,1.05361508467315e-192,0.724,0.448
"499","KIF6",221458,"Oligo",0.786,0.504,2.80129506768115,0,0,0.773,0.546
"500","KIT",3815,"Inhibitory",0.46,0.118,3.43815920125383,0,0,0.689,0.378
"501","KLF2",10365,"Endo_CLDN5",0.586,0.014,4.59270590207804,6.28413449915872e-66,3.159725667522e-61,0.789,0.578
"502","KLK6",5653,"Oligo",0.574,0.021,5.13853532292604,0,0,0.781,0.562
"503","KLRC3",3823,"OPC_MYT1",0.354,0.016,3.29898239316696,2.10892315012983e-223,1.06038764911678e-218,0.67,0.34
"504","KREMEN1",83999,"VLMC_CYP1B1",0.818,0.338,3.06442681657322,1.18297668948167e-10,5.94812509238278e-06,0.855,0.71
"505","LAMA1",284217,"Astro_FGFR3",0.829,0.4,4.15600696712466,0,0,0.847,0.694
"506","LAMA3",3909,"Endo_CLDN5",0.871,0.39,3.78402201478646,3.1946996942313e-75,1.60632695325644e-70,0.868,0.736
"507","LAMA4",3910,"VLMC_CYP1B1",0.909,0.287,3.37879123172255,2.32447022462033e-11,1.16876687364135e-06,0.928,0.856
"508","LAMC1",3915,"VLMC_CYP1B1",1,0.437,3.64708654371432,3.27759009970466e-14,1.6480050780325e-09,0.978,0.956
"509","LAPTM5",7805,"Micro_C1QC",0.755,0.032,5.09436036711586,0,0,0.87,0.74
"510","LARP6",55323,"Oligo",0.521,0.231,2.71713958581852,1.10751936481776e-286,5.56871811824016e-282,0.681,0.362
"511","LAT2",7462,"Micro_C1QC",0.48,0.196,4.05858219690582,0,0,0.677,0.354
"512","LCN12",286256,"Astro_FGFR3",0.455,0.046,3.23170244530796,0,0,0.712,0.424
"513","LCNL1",401562,"Astro_FGFR3",0.494,0.07,2.59114302505531,6.6204796542727e-322,3.32884337496486e-317,0.721,0.442
"514","LDB2",9079,"Pyramidal",0.991,0.46,2.52860085609084,0,0,0.96,0.92
"515","LDB3",11155,"Oligo",0.864,0.235,4.21237440116796,0,0,0.901,0.802
"516","LDLRAP1",26119,"Oligo",0.363,0.115,2.59267663945758,1.68737860129431e-250,8.48430834516792e-246,0.637,0.274
"517","LGALS1",3956,"Peri_MUSTN1",0.656,0.188,3.51699616493758,2.41031237313265e-23,1.21192916433483e-18,0.788,0.576
"518","LHFP",10186,"Peri_MUSTN1",0.969,0.588,2.73128734079306,2.48335351068432e-21,1.24865497870718e-16,0.943,0.886
"519","LHFPL2",10184,"Micro_C1QC",0.803,0.379,3.34746509555485,0,0,0.831,0.662
"520","LHFPL3",375612,"OPC_MYT1",1,0.651,4.55575035098817,0,0,0.999,0.998
"521","LHX6",26468,"Inhibitory",0.419,0.031,3.52951349657681,0,0,0.699,0.398
"522","LILRB1",10859,"Micro_C1QC",0.42,0.02,4.83281468016284,7.92510617885529e-314,3.98482263779023e-309,0.704,0.408
"523","LILRB4",11006,"Micro_C1QC",0.471,0.077,4.88442680921367,0,0,0.713,0.426
"524","LINC00152",112597,"Peri_MUSTN1",0.438,0.225,2.77990943088361,1.55429158720871e-09,7.81513352964414e-05,0.635,0.27
