"","Gene","Entrez gene ID","Ensembl gene ID","Cell group","Prevalence in cell group ('pct.1')","Prevalence in all other cells ('pct.2')","Average log2 fold change","AUC from ROC test","Power from ROC test","Mast test p","Mast test FDR (q)","Used in MGP"
"185","LOC105371832",105371832,NA,"Excitatory",0.896,0.302,6.65267135737352,0.916,0.832,0,0,FALSE
"186","LOC101927871",101927871,NA,"Excitatory",0.51,0.012,6.36211512421866,0.752,0.504,0,0,FALSE
"187","LOC105373893",105373893,NA,"Excitatory",0.821,0.296,5.91402269731674,0.866,0.732,0,0,FALSE
"188","MLIP",90523,"ENSG00000146147","Excitatory",0.978,0.235,5.90825317103307,0.978,0.956,0,0,FALSE
"189","SFTA1P",207107,"ENSG00000225383","Excitatory",0.851,0.029,5.80068237762187,0.921,0.842,0,0,FALSE
"190","LY86.AS1",NA,NA,"Excitatory",0.884,0.194,5.77510928419838,0.921,0.842,0,0,FALSE
"191","LOC105373896",105373896,NA,"Excitatory",0.716,0.067,5.75822906173344,0.846,0.692,0,0,FALSE
"192","LINC01378",103689918,NA,"Excitatory",0.742,0.299,5.74582286017686,0.806,0.612,0,0,FALSE
"193","LOC101929544",101929544,"ENSG00000248455","Excitatory",0.817,0.083,5.71382939322323,0.897,0.794,0,0,FALSE
"194","LOC105376407",105376407,NA,"Excitatory",0.952,0.118,5.60208345812364,0.966,0.932,0,0,FALSE
"195","LOC105374235",105374235,NA,"Excitatory",0.356,0.072,5.51707467563847,0.652,0.304,0,0,FALSE
"196","LOC105374971",105374971,NA,"Excitatory",0.475,0.266,5.49806822057511,0.628,0.256,1.78302227241644e-289,8.96521428793711e-285,FALSE
"197","MCHR2",84539,"ENSG00000152034","Excitatory",0.758,0.193,5.44365637277988,0.841,0.682,0,0,TRUE
"198","LINCR.0002",NA,NA,"Excitatory",0.556,0.142,5.39156405874581,0.736,0.472,0,0,FALSE
"199","LOC105371672",105371672,"ENSG00000287364","Excitatory",0.405,0.007,5.23827172552437,0.7,0.4,0,0,FALSE
"200","LOC101927745",101927745,"ENSG00000229425","Excitatory",0.451,0.096,5.236199328869,0.695,0.39,0,0,TRUE
"201","CBLN2",147381,"ENSG00000141668","Excitatory",0.832,0.145,5.13172161760128,0.89,0.78,0,0,TRUE
"202","LOC105376405",105376405,NA,"Excitatory",0.779,0.023,5.01106255681068,0.883,0.766,0,0,FALSE
"203","LOC101927406",101927406,NA,"Excitatory",0.48,0.09,4.98546787698329,0.711,0.422,0,0,FALSE
"204","RXFP1",59350,"ENSG00000171509","Excitatory",0.862,0.264,4.84625805557885,0.892,0.784,0,0,FALSE
"205","LOC105373720",105373720,NA,"Excitatory",0.445,0.036,4.82697580873879,0.712,0.424,0,0,FALSE
"206","LOC105373895",105373895,NA,"Excitatory",0.673,0.157,4.82282818621474,0.802,0.604,0,0,FALSE
"207","NEUROD6",63974,"ENSG00000164600","Excitatory",0.76,0.027,4.78400545265888,0.872,0.744,0,0,FALSE
"208","LOC284930",284930,"ENSG00000224271","Excitatory",0.535,0.288,4.76886936832151,0.667,0.334,0,0,TRUE
"209","LOC105371308",105371308,NA,"Excitatory",0.568,0.323,4.74555399930501,0.664,0.328,0,0,FALSE
"210","LINC01202",104326188,NA,"Excitatory",0.537,0.166,4.72392090711327,0.718,0.436,0,0,FALSE
"211","SLC22A25",387601,"ENSG00000196600","Excitatory",0.681,0.285,4.63311944308351,0.76,0.52,0,0,FALSE
"212","LYPD8",646627,"ENSG00000259823","Excitatory",0.549,0.048,4.60396029001955,0.761,0.522,0,0,TRUE
"213","LOC105371671",105371671,NA,"Excitatory",0.49,0.14,4.59987742367698,0.697,0.394,0,0,FALSE
"214","LOC105375931",105375931,NA,"Excitatory",0.55,0.225,4.59849986529892,0.698,0.396,0,0,FALSE
"215","LOC101928322",101928322,NA,"Excitatory",0.577,0.063,4.57152407617476,0.771,0.542,0,0,FALSE
"216","LINC00710",254312,NA,"Excitatory",0.769,0.037,4.55387341308447,0.874,0.748,0,0,FALSE
"217","TESPA1",9840,"ENSG00000135426","Excitatory",0.635,0.052,4.53413522895293,0.802,0.604,0,0,FALSE
"218","ADAMTS3",9508,"ENSG00000156140","Excitatory",0.746,0.272,4.45247288233644,0.812,0.624,0,0,TRUE
"219","LOC105375629",105375629,NA,"Excitatory",0.812,0.137,4.44453151503526,0.876,0.752,0,0,FALSE
"220","LOC100132891",100132891,"ENSG00000235531","Excitatory",0.649,0.195,4.44406547776166,0.771,0.542,0,0,FALSE
"221","LINC01090",104355152,NA,"Excitatory",0.451,0.291,4.42005410869057,0.598,0.196,1.10141982332237e-190,5.53804901364719e-186,TRUE
"222","LOC101927880",101927880,"ENSG00000233321","Excitatory",0.6,0.09,4.41558450830817,0.776,0.552,0,0,FALSE
"223","SLIT3",6586,"ENSG00000184347","Excitatory",0.959,0.739,4.41367838734725,0.908,0.816,0,0,FALSE
"224","ANO3",63982,"ENSG00000134343","Excitatory",0.97,0.421,4.41158402457872,0.955,0.91,0,0,FALSE
"225","SLC22A24",283238,"ENSG00000197658","Excitatory",0.611,0.23,4.40299723044583,0.737,0.474,0,0,FALSE
"226","COL24A1",255631,"ENSG00000171502","Excitatory",0.866,0.561,4.39008771020621,0.809,0.618,0,0,TRUE
"227","LOC105370307",105370307,NA,"Excitatory",0.364,0.033,4.37146109556275,0.67,0.34,0,0,FALSE
"228","PART1",25859,"ENSG00000152931","Excitatory",0.762,0.051,4.32863726749803,0.868,0.736,0,0,FALSE
"229","CPNE4",131034,"ENSG00000196353","Excitatory",0.913,0.493,4.32689787351402,0.884,0.768,0,0,FALSE
"230","OR14I1",401994,"ENSG00000189181","Excitatory",0.543,0.099,4.26540121439912,0.744,0.488,0,0,TRUE
"231","SATB2",23314,"ENSG00000119042","Excitatory",0.991,0.251,4.26166223735205,0.973,0.946,0,0,FALSE
"232","DLGAP1.AS4",NA,NA,"Excitatory",0.836,0.049,4.23724273424886,0.908,0.816,0,0,FALSE
"233","MIR137HG",400765,"ENSG00000225206","Excitatory",0.99,0.205,4.21371002283969,0.973,0.946,0,0,FALSE
"234","STYK1",55359,"ENSG00000060140","Excitatory",0.608,0.093,4.20800486996364,0.779,0.558,0,0,FALSE
"235","ADTRP",84830,"ENSG00000111863","Excitatory",0.445,0.039,4.19929577767686,0.709,0.418,0,0,FALSE
"236","LOC105378837",105378837,NA,"Excitatory",0.496,0.072,4.1790457059743,0.725,0.45,0,0,FALSE
"237","NPSR1.AS1",NA,NA,"Excitatory",0.545,0.364,4.17825383622478,0.609,0.218,1.39328169818812e-179,7.00555970665969e-175,FALSE
"238","SV2B",9899,"ENSG00000185518","Excitatory",0.996,0.374,4.17136744093553,0.975,0.95,0,0,FALSE
"239","LOC105374524",105374524,NA,"Excitatory",0.407,0.236,4.079487723679,0.606,0.212,3.10058312801542e-256,1.55900420259743e-251,TRUE
"240","LINC01250",101927554,"ENSG00000234423","Excitatory",0.963,0.314,4.05526351391357,0.946,0.892,0,0,FALSE
"241","LOC105375159",105375159,NA,"Excitatory",0.667,0.178,4.05521383291852,0.791,0.582,0,0,FALSE
"242","RALYL",138046,"ENSG00000184672","Excitatory",1,0.692,3.89764465413531,0.98,0.96,0,0,FALSE
"243","NPTX1",4884,"ENSG00000171246","Excitatory",0.915,0.084,3.88758359457387,0.933,0.866,0,0,FALSE
"244","LOC101928114",101928114,"ENSG00000226320","Excitatory",0.676,0.251,3.88635829280806,0.771,0.542,0,0,FALSE
"245","MIR4500HG",642345,"ENSG00000228824","Excitatory",0.881,0.214,3.87329314885951,0.899,0.798,0,0,FALSE
"246","FSTL4",23105,"ENSG00000053108","Excitatory",0.919,0.409,3.84338092177102,0.9,0.8,0,0,FALSE
"247","HS3ST2",9956,"ENSG00000122254","Excitatory",0.652,0.182,3.83792089202694,0.775,0.55,0,0,FALSE
"248","KCNV1",27012,"ENSG00000164794","Excitatory",0.636,0.035,3.74933626951718,0.806,0.612,0,0,FALSE
"249","NWD2",57495,"ENSG00000174145","Excitatory",0.8,0.248,3.73602676159573,0.844,0.688,0,0,FALSE
"250","ZNF831",128611,"ENSG00000124203","Excitatory",0.561,0.155,3.72239700543936,0.734,0.468,0,0,FALSE
"251","NELL2",4753,"ENSG00000184613","Excitatory",0.998,0.537,3.72152197254745,0.975,0.95,0,0,FALSE
"252","ZBBX",79740,"ENSG00000169064","Excitatory",0.82,0.228,3.70283007007151,0.857,0.714,0,0,TRUE
"253","OLFM3",118427,"ENSG00000118733","Excitatory",0.966,0.238,3.6851591094407,0.944,0.888,0,0,FALSE
"254","ZDHHC23",254887,"ENSG00000184307","Excitatory",0.77,0.055,3.67747739449161,0.867,0.734,0,0,FALSE
"255","SLC17A7",57030,"ENSG00000104888","Excitatory",0.989,0.093,3.66335117091028,0.973,0.946,0,0,FALSE
"256","LOC102724934",102724934,NA,"Excitatory",0.433,0.081,3.65955052021559,0.688,0.376,0,0,FALSE
"257","SLC6A7",6534,"ENSG00000011083","Excitatory",0.831,0.089,3.64419358047788,0.889,0.778,0,0,FALSE
"258","SLC22A9",114571,"ENSG00000149742","Excitatory",0.397,0.16,3.63169466246692,0.638,0.276,0,0,FALSE
"259","CLSTN2",64084,"ENSG00000158258","Excitatory",0.969,0.458,3.62291184323391,0.93,0.86,0,0,FALSE
"260","LDB2",9079,"ENSG00000169744","Excitatory",0.991,0.465,3.60711800450775,0.959,0.918,0,0,FALSE
"261","ERICH1.AS1",NA,NA,"Excitatory",0.98,0.364,3.56235863486386,0.948,0.896,0,0,FALSE
"262","KIAA1211L",343990,"ENSG00000196872","Excitatory",0.953,0.225,3.5615392015722,0.948,0.896,0,0,FALSE
"263","LINC00470",56651,NA,"Excitatory",0.361,0.112,3.54716568311477,0.636,0.272,0,0,FALSE
"264","TBR1",10716,"ENSG00000136535","Excitatory",0.634,0.018,3.5414874004225,0.81,0.62,0,0,FALSE
"265","LOC105378334",105378334,NA,"Excitatory",0.69,0.356,3.51255552725615,0.736,0.472,0,0,FALSE
"266","SH3GL2",6456,"ENSG00000107295","Excitatory",0.996,0.377,3.50373568922824,0.962,0.924,0,0,FALSE
"267","LOC100996635",100996635,"ENSG00000228971","Excitatory",0.422,0.019,3.44253751020212,0.701,0.402,0,0,FALSE
"268","SLC30A3",7781,"ENSG00000115194","Excitatory",0.547,0.072,3.43049871285878,0.75,0.5,0,0,TRUE
"269","NRG1",3084,"ENSG00000157168","Excitatory",0.981,0.742,3.42357815960489,0.916,0.832,0,0,FALSE
"270","ANKRD33B",651746,"ENSG00000164236","Excitatory",0.849,0.261,3.41108297952299,0.875,0.75,0,0,FALSE
"271","LOC105376408",105376408,NA,"Excitatory",0.395,0.01,3.39781917921679,0.694,0.388,0,0,FALSE
"272","LINC00333",100874128,NA,"Excitatory",0.511,0.222,3.35830950704351,0.673,0.346,0,0,FALSE
"273","LOC105373891",105373891,NA,"Excitatory",0.375,0.041,3.35788820111534,0.673,0.346,0,0,FALSE
"274","C4orf22",255119,"ENSG00000197826","Excitatory",0.742,0.444,3.35519491572621,0.733,0.466,0,0,FALSE
"275","LOC101927619",101927619,NA,"Excitatory",0.407,0.035,3.33963525991886,0.69,0.38,0,0,FALSE
"276","RMST",196475,"ENSG00000255794","Excitatory",0.66,0.148,3.30712101572279,0.78,0.56,0,0,FALSE
"277","CNGB1",1258,"ENSG00000070729","Excitatory",0.499,0.37,3.30517331334122,0.612,0.224,0,0,FALSE
"278","LOC101929617",101929617,NA,"Excitatory",0.546,0.038,3.30344329411094,0.756,0.512,0,0,FALSE
"279","LOC105377329",105377329,NA,"Excitatory",0.521,0.177,3.27617535214972,0.7,0.4,0,0,FALSE
"280","SYT7",9066,"ENSG00000011347","Excitatory",0.957,0.157,3.27519053736511,0.937,0.874,0,0,FALSE
"281","LOC105370302",105370302,NA,"Excitatory",0.561,0.19,3.27505779615094,0.72,0.44,0,0,FALSE
"282","LOC105378030",105378030,NA,"Excitatory",0.372,0.064,3.26953766264785,0.66,0.32,0,0,FALSE
"283","GRM2",2912,"ENSG00000164082","Excitatory",0.511,0.017,3.26905341791949,0.749,0.498,0,0,FALSE
"284","LINC01435",103695365,"ENSG00000229981","Excitatory",0.564,0.215,3.26767139109296,0.711,0.422,0,0,FALSE
"285","LOC729987",729987,"ENSG00000226053","Excitatory",0.479,0.086,3.26675335116127,0.709,0.418,0,0,FALSE
"286","OTOGL",283310,"ENSG00000165899","Excitatory",0.723,0.34,3.23284317591871,0.764,0.528,0,0,FALSE
"287","CCDC144NL",339184,"ENSG00000205212","Excitatory",0.451,0.077,3.21255505258847,0.696,0.392,0,0,FALSE
"288","LOC105372347",105372347,NA,"Excitatory",0.485,0.028,3.20229213663874,0.731,0.462,0,0,FALSE
"289","GLRA3",8001,"ENSG00000145451","Excitatory",0.756,0.247,3.19890005573596,0.814,0.628,0,0,FALSE
"290","LOC101927158",101927158,NA,"Excitatory",0.365,0.022,3.18820487794209,0.673,0.346,0,0,FALSE
"291","TTC6",319089,"ENSG00000139865","Excitatory",0.612,0.371,3.17600473133751,0.667,0.334,0,0,TRUE
"292","RYR2",6262,"ENSG00000198626","Excitatory",1,0.838,3.16761775714017,0.963,0.926,0,0,FALSE
"293","LOC105373390",105373390,NA,"Excitatory",0.409,0.016,3.15228235519421,0.698,0.396,0,0,FALSE
"294","LOC646241",646241,NA,"Excitatory",0.785,0.166,3.11874557906611,0.848,0.696,0,0,FALSE
"295","IQCJ.SCHIP1",NA,NA,"Excitatory",0.492,0.036,3.11366491218149,0.73,0.46,0,0,FALSE
"296","FLJ33534",285150,NA,"Excitatory",0.426,0.057,3.10911533259227,0.693,0.386,0,0,FALSE
"297","THEMIS",387357,"ENSG00000275122, ENSG00000172673","Excitatory",0.408,0.149,3.09047236510685,0.645,0.29,6.06771900970552e-317,3.05090979527003e-312,TRUE
"298","PTPRQ",374462,"ENSG00000139304","Excitatory",0.472,0.287,3.07850561337775,0.615,0.23,4.80170335009247e-250,2.41434446146e-245,FALSE
"299","KRT17P1",147228,NA,"Excitatory",0.38,0.003,3.07559486903613,0.689,0.378,0,0,FALSE
"300","CABP1",9478,"ENSG00000157782","Excitatory",0.975,0.319,3.04425512668018,0.931,0.862,0,0,FALSE
"301","DPY19L2P1",554236,NA,"Excitatory",0.998,0.499,3.03797098793374,0.948,0.896,0,0,FALSE
"302","C1QL3",389941,"ENSG00000165985","Excitatory",0.392,0.014,3.03517168771669,0.689,0.378,0,0,FALSE
"303","LOC105369762",105369762,NA,"Excitatory",0.524,0.127,3.02625424481718,0.721,0.442,0,0,FALSE
"304","LOC105376121",105376121,NA,"Excitatory",0.353,0.112,3.02057127965977,0.632,0.264,1.6215700252194e-315,8.15341624380569e-311,FALSE
"305","LOC105373153",105373153,NA,"Excitatory",0.827,0.264,3.01289320145891,0.852,0.704,0,0,FALSE
"306","FAM19A1",407738,"ENSG00000183662","Excitatory",0.875,0.579,2.98868023149813,0.809,0.618,0,0,FALSE
"307","C1orf115",79762,"ENSG00000162817","Excitatory",0.585,0.045,2.98530811974883,0.772,0.544,0,0,FALSE
"308","NGEF",25791,"ENSG00000066248","Excitatory",0.904,0.303,2.98361443830361,0.896,0.792,0,0,FALSE
"309","PDE1A",5136,"ENSG00000115252","Excitatory",0.986,0.523,2.9741685403514,0.923,0.846,0,0,FALSE
"310","LOC101929201",101929201,NA,"Excitatory",0.551,0.137,2.96566652752555,0.73,0.46,0,0,FALSE
"311","LRRIQ1",84125,"ENSG00000133640","Excitatory",0.759,0.213,2.96526690702356,0.823,0.646,0,0,FALSE
"312","LOC102724382",102724382,NA,"Excitatory",0.426,0.04,2.94159818531096,0.697,0.394,0,0,FALSE
"313","LOC105376404",105376404,NA,"Excitatory",0.648,0.055,2.93575032112547,0.798,0.596,0,0,FALSE
"314","CRYM",1428,"ENSG00000103316","Excitatory",0.722,0.107,2.93435271032338,0.826,0.652,0,0,TRUE
"315","TRIM54",57159,"ENSG00000138100","Excitatory",0.357,0.108,2.91219188814627,0.637,0.274,0,0,FALSE
"316","CDH18",1016,"ENSG00000145526","Excitatory",0.999,0.796,2.91181916303977,0.933,0.866,0,0,FALSE
"317","CDH12",1010,"ENSG00000154162","Excitatory",0.982,0.906,2.91033120034448,0.845,0.69,0,0,FALSE
"318","LOC105378031",105378031,NA,"Excitatory",0.516,0.226,2.89106527004952,0.67,0.34,0,0,FALSE
"319","LOC105374506",105374506,NA,"Excitatory",0.663,0.466,2.88813669644217,0.652,0.304,5.36293249686264e-314,2.6965360887475e-309,FALSE
"320","ENC1",8507,"ENSG00000171617","Excitatory",0.96,0.193,2.88671886658238,0.927,0.854,0,0,FALSE
"321","STX1A",6804,"ENSG00000106089","Excitatory",0.935,0.228,2.88647647294139,0.914,0.828,0,0,FALSE
"322","LOC105374950",105374950,NA,"Excitatory",0.481,0.333,2.88391997344681,0.606,0.212,3.26129669601095e-264,1.63981259172126e-259,FALSE
"323","MEIS3",56917,"ENSG00000105419","Excitatory",0.895,0.226,2.87521560121301,0.889,0.778,0,0,FALSE
"324","PTER",9317,"ENSG00000165983","Excitatory",0.65,0.216,2.8711756020366,0.761,0.522,0,0,FALSE
"325","NPY1R",4886,"ENSG00000164128","Excitatory",0.762,0.098,2.86150666709689,0.839,0.678,0,0,FALSE
"326","KCNH7",90134,"ENSG00000184611","Excitatory",0.965,0.443,2.85298524104429,0.906,0.812,0,0,FALSE
"327","SNTG2",54221,"ENSG00000281486, ENSG00000281020, ENSG00000172554","Excitatory",0.494,0.242,2.84524734257658,0.658,0.316,0,0,FALSE
"328","KCNIP4.IT1",NA,NA,"Excitatory",0.827,0.12,2.84150793149553,0.865,0.73,0,0,FALSE
"329","TCERG1L",256536,"ENSG00000176769","Excitatory",0.66,0.247,2.84074849880265,0.752,0.504,0,0,FALSE
"330","TMEM155",132332,"ENSG00000164112","Excitatory",0.448,0.039,2.84073386501502,0.705,0.41,0,0,TRUE
"331","DNAH6",1768,"ENSG00000115423","Excitatory",0.928,0.444,2.83810206094989,0.88,0.76,0,0,FALSE
"332","STXBP5L",9515,"ENSG00000145087","Excitatory",1,0.795,2.83646481314131,0.956,0.912,0,0,FALSE
"333","CNKSR2",22866,"ENSG00000149970","Excitatory",0.998,0.479,2.82212690454214,0.942,0.884,0,0,FALSE
"334","JPH1",56704,"ENSG00000104369","Excitatory",0.866,0.219,2.81935404910587,0.872,0.744,0,0,FALSE
"335","CCBE1",147372,"ENSG00000183287","Excitatory",0.829,0.7,2.80907561931131,0.682,0.364,0,0,FALSE
"336","LOC105371639",105371639,NA,"Excitatory",0.536,0.063,2.80080013180659,0.74,0.48,0,0,FALSE
"337","VIPR1",7433,"ENSG00000114812","Excitatory",0.721,0.097,2.79985850367253,0.833,0.666,0,0,FALSE
"338","KCNIP4",80333,"ENSG00000281758, ENSG00000185774","Excitatory",0.996,0.844,2.79827001157647,0.918,0.836,0,0,FALSE
"339","HOMER1",9456,"ENSG00000152413","Excitatory",0.988,0.499,2.7856406466434,0.917,0.834,0,0,FALSE
"340","CDH22",64405,"ENSG00000149654","Excitatory",0.654,0.169,2.7805442942499,0.773,0.546,0,0,FALSE
"341","KCNQ5",56479,"ENSG00000185760","Excitatory",0.98,0.614,2.77494548281682,0.915,0.83,0,0,FALSE
"342","DLGAP2",9228,"ENSG00000282103, ENSG00000282152, ENSG00000274161, ENSG00000282318, ENSG00000198010","Excitatory",0.998,0.613,2.76357462097621,0.936,0.872,0,0,FALSE
"343","LOC100507387",100507387,NA,"Excitatory",0.786,0.115,2.74890903065696,0.847,0.694,0,0,FALSE
"344","PTPRR",5801,"ENSG00000153233","Excitatory",0.99,0.429,2.74744208225814,0.924,0.848,0,0,FALSE
"345","KIAA2012",100652824,"ENSG00000182329","Excitatory",0.428,0.177,2.73929962324897,0.645,0.29,2.73762522865477e-305,1.3765053412199e-300,FALSE
"346","LOC102724068",102724068,NA,"Excitatory",0.454,0.152,2.73720167030801,0.671,0.342,0,0,FALSE
"347","LOC105377703",105377703,NA,"Excitatory",0.457,0.272,2.73115282951287,0.616,0.232,4.43210304768423e-238,2.22850573340611e-233,FALSE
"348","LOC101928522",101928522,NA,"Excitatory",0.479,0.089,2.72961005211753,0.705,0.41,0,0,FALSE
"349","ARPP21",10777,"ENSG00000172995","Excitatory",0.999,0.462,2.72781745866368,0.943,0.886,0,0,FALSE
"350","ANKRD18B",441459,"ENSG00000230453","Excitatory",0.618,0.229,2.72417231034803,0.73,0.46,0,0,FALSE
"351","LINC01478",101927921,"ENSG00000267337","Excitatory",0.462,0.319,2.70385389664357,0.582,0.164,4.02648040310664e-120,2.02455461148605e-115,FALSE
"352","SOHLH1",402381,"ENSG00000165643","Excitatory",0.48,0.042,2.69381301972734,0.719,0.438,0,0,FALSE
"353","PCSK1",5122,"ENSG00000175426","Excitatory",0.379,0.042,2.67981216189785,0.671,0.342,0,0,FALSE
"354","LOC105371967",105371967,"ENSG00000266401","Excitatory",0.591,0.045,2.67573675611919,0.773,0.546,0,0,FALSE
"355","LOC285696",285696,NA,"Excitatory",0.959,0.441,2.66831935723292,0.91,0.82,0,0,FALSE
"356","LOC105377209",105377209,"ENSG00000287215","Excitatory",0.428,0.244,2.66776713270835,0.608,0.216,5.29697184912603e-190,2.66337041545906e-185,FALSE
"357","B4GALNT3",283358,"ENSG00000139044","Excitatory",0.678,0.283,2.66526326613708,0.759,0.518,0,0,FALSE
"358","GPR63",81491,"ENSG00000112218","Excitatory",0.667,0.104,2.66044710584687,0.791,0.582,0,0,FALSE
"359","KCNH3",23416,"ENSG00000135519","Excitatory",0.845,0.118,2.65742065473052,0.875,0.75,0,0,FALSE
"360","TSHZ2",128553,"ENSG00000182463","Excitatory",0.786,0.65,2.6514367629424,0.663,0.326,2.64592410039467e-318,1.33039709691944e-313,TRUE
"361","RIT2",6014,"ENSG00000152214","Excitatory",0.831,0.31,2.65016056508059,0.832,0.664,0,0,FALSE
"362","ARNTL2",56938,"ENSG00000029153","Excitatory",0.778,0.199,2.64639333092146,0.83,0.66,0,0,FALSE
"363","COL5A2",1290,"ENSG00000204262","Excitatory",0.462,0.196,2.64245395351615,0.653,0.306,1.04788175098645e-273,5.26885423213497e-269,TRUE
"364","DGCR5",26220,"ENSG00000273032","Excitatory",0.964,0.376,2.63124509876838,0.901,0.802,0,0,FALSE
"365","TVP23CP2",261735,NA,"Excitatory",0.48,0.074,2.62882363779495,0.711,0.422,0,0,FALSE
"366","RASGRP1",10125,"ENSG00000172575","Excitatory",0.799,0.172,2.62667238459671,0.838,0.676,0,0,FALSE
"367","KALRN",8997,"ENSG00000160145","Excitatory",1,0.779,2.62600888735118,0.967,0.934,0,0,FALSE
"368","LOC105374497",105374497,NA,"Excitatory",0.41,0.194,2.62171553857612,0.625,0.25,2.31641538219691e-246,1.16471681832243e-241,FALSE
"369","PHACTR1",221692,"ENSG00000112137","Excitatory",1,0.851,2.62040566302509,0.961,0.922,0,0,FALSE
"370","ACTN1",87,"ENSG00000072110","Excitatory",0.932,0.27,2.61733989153911,0.9,0.8,0,0,FALSE
"371","LOC285768",285768,"ENSG00000286785","Excitatory",0.384,0.169,2.61332550307946,0.624,0.248,1.49306249977843e-271,7.50726755513592e-267,FALSE
"372","LOC100128714",100128714,"ENSG00000206187","Excitatory",0.477,0.225,2.60632901426106,0.653,0.306,0,0,FALSE
"373","LOC101929251",101929251,NA,"Excitatory",0.372,0.157,2.60420222914391,0.62,0.24,4.71348085638278e-237,2.36998530939783e-232,FALSE
"374","LOC102546299",102546299,"ENSG00000241956","Excitatory",0.399,0.212,2.59649323452604,0.612,0.224,1.48059708425652e-231,7.44459019935022e-227,FALSE
"375","ENPP7P7",100421859,NA,"Excitatory",0.671,0.312,2.59374496243844,0.714,0.428,0,0,FALSE
"376","LOC105372079",105372079,NA,"Excitatory",0.632,0.119,2.59283996402238,0.765,0.53,0,0,FALSE
"377","GULP1",51454,"ENSG00000144366","Excitatory",0.646,0.23,2.59185099051908,0.746,0.492,0,0,FALSE
"378","FAM153B",202134,"ENSG00000182230, ENSG00000251623","Excitatory",0.929,0.221,2.5802194328,0.893,0.786,0,0,FALSE
"379","ADAMTSL1",92949,"ENSG00000178031","Excitatory",0.799,0.654,2.57314243940644,0.624,0.248,1.03171682191309e-183,5.18757535226122e-179,TRUE
"380","GDA",9615,"ENSG00000119125","Excitatory",0.951,0.495,2.56933134602665,0.894,0.788,0,0,FALSE
"381","HTR2A",3356,"ENSG00000102468","Excitatory",0.713,0.162,2.55564079010796,0.802,0.604,0,0,FALSE
"382","SLC8A2",6543,"ENSG00000118160","Excitatory",0.903,0.338,2.5451555370899,0.876,0.752,0,0,FALSE
"383","LOC101928278",101928278,NA,"Excitatory",0.857,0.376,2.54316426180566,0.835,0.67,0,0,FALSE
"384","NRN1",51299,"ENSG00000124785","Excitatory",0.523,0.018,2.54113408809592,0.753,0.506,0,0,FALSE
