"","gene","entrez_id","ensembl_gene_id","nueron_or_not","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"476","MLIP",90523,"ENSG00000146147","Neuronal",0.811,0.209,4.14340772939369,0.868,0.736,0,0
"477","MMD2",221938,"ENSG00000136297","Non-neuronal",0.643,0.603,2.63511728529532,0.619,0.238,0,0
"478","MOBP",4336,"ENSG00000168314","Non-neuronal",0.524,0.323,4.03698000680057,0.654,0.308,0,0
"479","MOG",4340,"ENSG00000236561, ENSG00000230885, ENSG00000234096, ENSG00000237834, ENSG00000232641, ENSG00000234623, ENSG00000137345, ENSG00000204655","Non-neuronal",0.473,0.098,5.54190658924954,0.708,0.416,0,0
"480","MPPED1",758,"ENSG00000186732","Neuronal",0.855,0.134,2.22574876068674,0.89,0.78,0,0
"481","MSI2",124540,"ENSG00000153944","Non-neuronal",0.825,0.881,2.09105571785316,0.6,0.2,0,0
"482","MSN",4478,"ENSG00000147065","Non-neuronal",0.448,0.505,2.45251321732045,0.523,0.046,0,0
"483","MTMR10",54893,"ENSG00000277086, ENSG00000166912","Non-neuronal",0.467,0.349,2.1356650208939,0.6,0.2,0,0
"484","MTUS1",57509,"ENSG00000129422","Non-neuronal",0.719,0.508,2.15751594095592,0.708,0.416,0,0
"485","MTUS2",23281,"ENSG00000132938","Neuronal",0.989,0.674,3.32385285621777,0.964,0.928,0,0
"486","MYO10",4651,"ENSG00000145555","Non-neuronal",0.914,0.888,2.69688875441596,0.723,0.446,0,0
"487","MYO15B",80022,"ENSG00000266714","Non-neuronal",0.489,0.201,3.76661167773283,0.682,0.364,0,0
"488","MYO1E",4643,"ENSG00000157483","Non-neuronal",0.694,0.593,3.01198867751875,0.665,0.33,0,0
"489","MYO1F",4542,"ENSG00000142347","Non-neuronal",0.526,0.565,2.14179018385396,0.518,0.036,6.83458808459622e-150,3.43649923481583e-145
"490","MYOF",26509,"ENSG00000138119","Non-neuronal",0.504,0.502,2.67998174102501,0.558,0.116,2.05721227612578e-283,1.0343869045588e-278
"491","MYOM1",8736,"ENSG00000101605","Non-neuronal",0.461,0.43,2.07945792804056,0.56,0.12,7.06198986091209e-245,3.55083912196521e-240
"492","MYRF",745,"ENSG00000124920","Non-neuronal",0.423,0.082,4.53541662295611,0.685,0.37,0,0
"493","MYT1L",23040,"ENSG00000186487","Neuronal",0.998,0.442,2.43485135682891,0.961,0.922,0,0
"494","NACC2",138151,"ENSG00000148411","Non-neuronal",0.43,0.301,2.05154376142733,0.598,0.196,0,0
"495","NCKAP5",344148,"ENSG00000176771","Non-neuronal",0.958,0.798,3.50286385748427,0.915,0.83,0,0
"496","NDE1",54820,"ENSG00000275911, ENSG00000072864","Non-neuronal",0.481,0.399,2.78389954009115,0.593,0.186,0,0
"497","NDRG1",10397,"ENSG00000104419","Non-neuronal",0.495,0.354,2.38978971475278,0.625,0.25,0,0
"498","NDRG2",57447,"ENSG00000165795","Non-neuronal",0.591,0.135,4.07093516773891,0.759,0.518,0,0
"499","NDST3",9348,"ENSG00000164100","Neuronal",0.841,0.245,2.71443421953434,0.868,0.736,0,0
"500","NEAT1",283131,"ENSG00000245532","Non-neuronal",0.664,0.235,2.9249116487415,0.763,0.526,0,0
"501","NELL2",4753,"ENSG00000184613","Neuronal",0.946,0.45,3.0077200911465,0.917,0.834,0,0
"502","NETO1",81832,"ENSG00000166342","Neuronal",0.916,0.206,2.31559782666607,0.91,0.82,0,0
"503","NEUROD6",63974,"ENSG00000164600","Neuronal",0.458,0.025,2.37886926145689,0.718,0.436,0,0
"504","NGEF",25791,"ENSG00000066248","Neuronal",0.8,0.262,2.30175679852434,0.843,0.686,0,0
"505","NHSL1",57224,"ENSG00000135540","Non-neuronal",0.659,0.516,4.04520754535003,0.685,0.37,0,0
"506","NINJ2",4815,"ENSG00000171840","Non-neuronal",0.39,0.251,3.35174540074983,0.601,0.202,0,0
"507","NIPAL2",79815,"ENSG00000104361","Neuronal",0.558,0.023,2.36166801972885,0.769,0.538,0,0
"508","NOTCH2",4853,"ENSG00000134250","Non-neuronal",0.396,0.242,2.14086281562894,0.6,0.2,1.7367207209775e-306,8.73240545714695e-302
"509","NPL",80896,"ENSG00000135838","Non-neuronal",0.402,0.276,2.57128417574746,0.593,0.186,0,0
"510","NPM2",10361,"ENSG00000158806","Neuronal",0.618,0.041,2.33075739612583,0.794,0.588,0,0
"511","NPSR1.AS1",NA,"NA","Neuronal",0.592,0.363,2.02039013251799,0.609,0.218,3.47998280215838e-203,1.74977015275326e-198
"512","NPTX1",4884,"ENSG00000171246","Neuronal",0.728,0.049,2.40831596661545,0.843,0.686,0,0
"513","NPY1R",4886,"ENSG00000164128","Neuronal",0.597,0.032,2.89191646528618,0.788,0.576,0,0
"514","NRG1",3084,"ENSG00000157168","Neuronal",0.95,0.712,4.05086981335978,0.852,0.704,0,0
"515","NRIP3",56675,"ENSG00000175352","Neuronal",0.442,0.074,2.35651178422518,0.693,0.386,0,0
"516","NRSN1",140767,"ENSG00000152954","Neuronal",0.891,0.106,2.13325370448927,0.907,0.814,0,0
"517","NTN1",9423,"ENSG00000065320","Non-neuronal",0.531,0.515,2.05617100710102,0.561,0.122,9.82165593799657e-221,4.93842682218406e-216
"518","NWD1",284434,"ENSG00000188039","Non-neuronal",0.534,0.546,2.3710818155814,0.558,0.116,0,0
"519","NWD2",57495,"ENSG00000174145","Neuronal",0.76,0.209,3.49218604263615,0.833,0.666,0,0
"520","NYAP2",57624,"ENSG00000144460","Neuronal",0.889,0.417,3.59750957108533,0.878,0.756,0,0
"521","OCA2",4948,"ENSG00000277361, ENSG00000104044","Neuronal",0.683,0.256,2.6474336780189,0.765,0.53,0,0
"522","OLFM3",118427,"ENSG00000118733","Neuronal",0.86,0.14,3.91122625524485,0.908,0.816,0,0
"523","OLIG1",116448,"ENSG00000184221","Non-neuronal",0.434,0.021,4.63915638865252,0.71,0.42,0,0
"524","OLMALINC",90271,"ENSG00000235823","Non-neuronal",0.354,0.2,2.8206934249926,0.599,0.198,0,0
"525","OPALIN",93377,"ENSG00000197430","Non-neuronal",0.358,0.036,5.18613082803686,0.666,0.332,0,0
"526","OPRM1",4988,"ENSG00000112038","Neuronal",0.545,0.232,2.44759513948176,0.686,0.372,0,0
"527","OR14I1",401994,"ENSG00000189181","Neuronal",0.451,0.105,2.5094681540671,0.688,0.376,0,0
"528","OR2AG2",338755,"ENSG00000188124","Neuronal",0.767,0.189,3.1500274260036,0.84,0.68,0,0
"529","PADI2",11240,"ENSG00000117115","Non-neuronal",0.546,0.157,3.91175532890637,0.727,0.454,0,0
"530","PAK3",5063,"ENSG00000077264","Neuronal",0.999,0.948,2.4193003539182,0.957,0.914,0,0
"531","PALD1",27143,"ENSG00000107719","Non-neuronal",0.395,0.345,3.13937509935417,0.556,0.112,0,0
"532","PAQR8",85315,"ENSG00000170915","Non-neuronal",0.583,0.444,2.21319359783673,0.638,0.276,0,0
"533","PARD3B",117583,"ENSG00000116117","Non-neuronal",0.86,0.775,2.71261497655633,0.74,0.48,0,0
"534","PARM1",25849,"ENSG00000169116","Neuronal",0.624,0.119,2.1727319855338,0.773,0.546,0,0
"535","PART1",25859,"ENSG00000152931","Neuronal",0.565,0.053,2.38423779743106,0.764,0.528,0,0
"536","PCLO",27445,"ENSG00000186472","Neuronal",0.998,0.482,2.82767634262208,0.972,0.944,0,0
"537","PCSK2",5126,"ENSG00000125851","Neuronal",0.94,0.253,3.13337684824241,0.937,0.874,0,0
"538","PCSK6",5046,"ENSG00000140479","Non-neuronal",0.556,0.406,2.77987496382292,0.638,0.276,0,0
"539","PDE8A",5151,"ENSG00000073417","Non-neuronal",0.823,0.84,2.16438512490474,0.669,0.338,0,0
"540","PDLIM5",10611,"ENSG00000163110","Non-neuronal",0.572,0.449,2.35875124355557,0.64,0.28,0,0
"541","PECAM1",5175,"ENSG00000261371","Non-neuronal",0.43,0.454,2.23883766732244,0.526,0.052,8.29269929230916e-160,4.16965213116597e-155
"542","PGM5",5239,"ENSG00000154330","Non-neuronal",0.251,0.357,2.71143766813556,0.463,0.074,0,0
"543","PHF21B",112885,"ENSG00000056487","Non-neuronal",0.428,0.343,2.3960499365673,0.583,0.166,0,0
"544","PHLDB1",23187,"ENSG00000019144","Non-neuronal",0.696,0.384,3.26124416641945,0.752,0.504,0,0
"545","PHLPP1",23239,"ENSG00000081913","Non-neuronal",0.911,0.868,2.47232132325942,0.784,0.568,0,0
"546","PIEZO2",63895,"ENSG00000154864","Non-neuronal",0.693,0.661,2.34377444343253,0.623,0.246,0,0
"547","PIP4K2A",5305,"ENSG00000150867","Non-neuronal",0.844,0.741,2.99389636047894,0.747,0.494,0,0
"548","PKP2",5318,"ENSG00000057294","Neuronal",0.5,0.382,2.02680559565118,0.551,0.102,3.4330310309694e-90,1.72616233268172e-85
"549","PLA2G16",11145,"ENSG00000176485","Non-neuronal",0.42,0.229,3.24409302352439,0.627,0.254,0,0
"550","PLCG2",5336,"ENSG00000197943","Non-neuronal",0.388,0.363,3.5827845389882,0.551,0.102,0,0
"551","PLD1",5337,"ENSG00000075651","Non-neuronal",0.628,0.457,3.39470019995546,0.677,0.354,0,0
"552","PLEKHB1",58473,"ENSG00000021300","Non-neuronal",0.49,0.088,3.74939340425037,0.715,0.43,0,0
"553","PLEKHH1",57475,"ENSG00000054690","Non-neuronal",0.594,0.49,2.99263872553028,0.642,0.284,0,0
"554","PLEKHH2",130271,"ENSG00000152527","Non-neuronal",0.506,0.407,2.33715436139989,0.601,0.202,0,0
"555","PLG",5340,"ENSG00000122194","Neuronal",0.433,0.074,2.28235625565745,0.687,0.374,0,0
"556","PLIN3",10226,"ENSG00000105355","Non-neuronal",0.47,0.463,2.2202340539852,0.558,0.116,0,0
"557","PLK2",10769,"ENSG00000145632","Neuronal",0.643,0.029,2.20279116312328,0.808,0.616,0,0
"558","PLLP",51090,"ENSG00000102934","Non-neuronal",0.504,0.146,4.98889225169893,0.711,0.422,0,0
"559","PLP1",5354,"ENSG00000123560","Non-neuronal",0.616,0.199,6.02251873984074,0.748,0.496,0,0
"560","PLXDC2",84898,"ENSG00000120594","Non-neuronal",0.894,0.896,2.02781485049611,0.642,0.284,8.57984494952794e-221,4.31403183907214e-216
"561","PLXNA4",91584,"ENSG00000221866","Neuronal",0.912,0.415,2.28428292041887,0.884,0.768,0,0
"562","PLXNB1",5364,"ENSG00000164050","Non-neuronal",0.452,0.097,3.26477014084779,0.69,0.38,0,0
"563","PLXNB3",5365,"ENSG00000198753","Non-neuronal",0.411,0.027,3.96623550882049,0.696,0.392,0,0
"564","PMP22",5376,"ENSG00000109099","Non-neuronal",0.496,0.116,4.26078071177697,0.713,0.426,0,0
"565","PNMA3",29944,"ENSG00000183837","Neuronal",0.697,0.03,2.09278149980335,0.832,0.664,0,0
"566","POLQ",10721,"ENSG00000051341","Neuronal",0.711,0.311,2.51943923665455,0.761,0.522,0,0
"567","PON2",5445,"ENSG00000105854","Non-neuronal",0.608,0.063,4.7572946749506,0.788,0.576,0,0
"568","PPAP2B",8613,"ENSG00000162407","Non-neuronal",0.526,0.162,3.72241714863197,0.715,0.43,0,0
"569","PPARA",5465,"ENSG00000186951","Non-neuronal",0.469,0.389,2.20948948373029,0.589,0.178,0,0
"570","PPP1R14A",94274,"ENSG00000167641","Non-neuronal",0.357,0.032,4.16313060655418,0.667,0.334,0,0
"571","PREX1",57580,"ENSG00000124126","Non-neuronal",0.762,0.407,2.90013514274156,0.777,0.554,0,0
"572","PREX2",80243,"ENSG00000046889","Non-neuronal",0.663,0.323,2.49060153811993,0.736,0.472,0,0
"573","PRKCG",5582,"ENSG00000126583","Neuronal",0.71,0.275,2.03510042363366,0.779,0.558,0,0
"574","PRKCH",5583,"ENSG00000027075","Non-neuronal",0.363,0.377,3.08551434829086,0.524,0.048,3.4739302201508e-255,1.74672685399402e-250
"575","PRKCQ",5588,"ENSG00000065675","Non-neuronal",0.651,0.545,2.52686644979931,0.647,0.294,0,0
"576","PRMT8",56341,"ENSG00000111218","Neuronal",0.794,0.171,2.94862106138646,0.861,0.722,0,0
"577","PRR16",51334,"ENSG00000184838","Neuronal",0.862,0.26,4.18112280574366,0.89,0.78,0,0
"578","PRR5L",79899,"ENSG00000135362","Non-neuronal",0.458,0.214,4.15815661836592,0.659,0.318,0,0
"579","PRRG3",79057,"ENSG00000130032","Neuronal",0.519,0.354,2.06013421475095,0.619,0.238,0,0
"580","PSAT1",29968,"ENSG00000135069","Non-neuronal",0.416,0.237,2.54949364528565,0.616,0.232,0,0
"581","PTAFR",5724,"ENSG00000169403","Non-neuronal",0.418,0.382,3.22479301390298,0.564,0.128,0,0
"582","PTGDS",5730,"ENSG00000107317","Non-neuronal",0.803,0.248,4.4053244711739,0.864,0.728,0,0
"583","PTN",5764,"ENSG00000105894","Non-neuronal",0.643,0.227,3.08867074585237,0.759,0.518,0,0
"584","PTPN3",5774,"ENSG00000070159","Neuronal",0.601,0.207,2.01238328258851,0.735,0.47,0,0
"585","PTPN5",84867,"ENSG00000110786","Neuronal",0.842,0.124,2.20122855094661,0.89,0.78,0,0
"586","PTPRN",5798,"ENSG00000054356","Neuronal",0.829,0.047,2.4762653419976,0.897,0.794,0,0
"587","PTPRN2",5799,"ENSG00000282185, ENSG00000155093","Neuronal",0.996,0.546,2.06912436829553,0.939,0.878,0,0
"588","PTPRR",5801,"ENSG00000153233","Neuronal",0.943,0.276,4.01881050665885,0.95,0.9,0,0
"589","PTPRZ1",5803,"ENSG00000106278","Non-neuronal",0.603,0.543,2.74381678811687,0.61,0.22,0,0
"590","PWAR1",145624,"ENSG00000279050","Neuronal",0.575,0.015,2.91450246304651,0.78,0.56,0,0
"591","PXK",54899,"ENSG00000168297","Non-neuronal",0.749,0.875,2.0293812950793,0.576,0.152,0,0
"592","QDPR",5860,"ENSG00000151552","Non-neuronal",0.49,0.552,2.44703708908732,0.543,0.0860000000000001,0,0
"593","QKI",9444,"ENSG00000112531","Non-neuronal",0.987,0.805,2.62021772514123,0.943,0.886,0,0
"594","RAB31",11031,"ENSG00000168461","Non-neuronal",0.555,0.465,2.24821250477828,0.61,0.22,0,0
"595","RAD51B",5890,"ENSG00000182185","Non-neuronal",0.846,0.813,2.5842458688284,0.703,0.406,0,0
"596","RALYL",138046,"ENSG00000184672","Neuronal",0.978,0.612,3.35978580939126,0.925,0.85,0,0
"597","RAPGEF3",10411,"ENSG00000079337","Non-neuronal",0.435,0.126,3.29801881506935,0.673,0.346,0,0
"598","RASGEF1C",255426,"ENSG00000146090","Non-neuronal",0.47,0.621,2.08569264855192,0.442,0.116,3.71207686617759e-128,1.86646936908275e-123
"599","RASGRP3",25780,"ENSG00000152689","Non-neuronal",0.48,0.512,2.21971481527447,0.528,0.056,4.50157730677039e-243,2.26343808561722e-238
"600","RASSF2",9770,"ENSG00000101265","Non-neuronal",0.521,0.33,3.41230122869149,0.65,0.3,0,0
"601","RBFOX1",54715,"ENSG00000078328","Neuronal",1,0.988,2.75651800238723,0.978,0.956,0,0
"602","RBFOX3",146713,"ENSG00000167281","Neuronal",0.985,0.442,3.63843070091185,0.973,0.946,0,0
"603","RBM47",54502,"ENSG00000163694","Non-neuronal",0.833,0.818,2.70586464491136,0.631,0.262,0,0
"604","RCSD1",92241,"ENSG00000198771","Non-neuronal",0.312,0.356,2.1217691018705,0.491,0.018,9.95491703769625e-85,5.00543183572405e-80
"605","RELL1",768211,"ENSG00000181826","Non-neuronal",0.401,0.298,2.29767777372001,0.581,0.162,3.41536605560046e-274,1.71728020641647e-269
"606","RELN",5649,"ENSG00000189056","Neuronal",0.764,0.635,3.02948791485174,0.553,0.106,2.78993518915576e-107,1.40280731245941e-102
"607","RFPL2",10739,"ENSG00000128253","Neuronal",0.377,0.025,2.00055870267804,0.678,0.356,0,0
"608","RFTN2",130132,"ENSG00000162944","Non-neuronal",0.804,0.59,4.13256043944155,0.793,0.586,0,0
"609","RGCC",28984,"ENSG00000102760","Non-neuronal",0.368,0.078,3.5463829219863,0.655,0.31,0,0
"610","RGS20",8601,"ENSG00000147509","Non-neuronal",0.436,0.431,2.31301485726262,0.542,0.0840000000000001,7.83340065114055e-254,3.93871218139998e-249
"611","RGS6",9628,"ENSG00000182732","Neuronal",0.905,0.568,2.54241451062055,0.836,0.672,0,0
"612","RGS7BP",401190,"ENSG00000186479","Neuronal",0.906,0.147,2.11007101790594,0.91,0.82,0,0
"613","RHOU",58480,"ENSG00000284984, ENSG00000116574","Non-neuronal",0.602,0.539,2.32455709302625,0.601,0.202,0,0
"614","RIMBP2",23504,"ENSG00000060709","Neuronal",0.943,0.284,2.9268930188597,0.94,0.88,0,0
"615","RIMS2",9699,"ENSG00000176406","Neuronal",1,0.832,2.47267588975742,0.968,0.936,0,0
"616","RIN2",54453,"ENSG00000132669","Non-neuronal",0.87,0.637,2.56287077606478,0.803,0.606,0,0
"617","RNASE1",6035,"ENSG00000129538","Non-neuronal",0.401,0.067,4.35070148518475,0.676,0.352,0,0
"618","RNF125",54941,"ENSG00000101695","Non-neuronal",0.571,0.49,2.81392087183894,0.61,0.22,0,0
"619","RNF219.AS1",NA,"NA","Non-neuronal",0.512,0.454,4.65073005105583,0.6,0.2,0,0
"620","RNF220",55182,"ENSG00000187147","Non-neuronal",0.805,0.726,4.08944162906994,0.716,0.432,0,0
"621","ROBO2",6092,"ENSG00000185008","Neuronal",0.994,0.763,4.74240902541344,0.95,0.9,0,0
"622","RPH3A",22895,"ENSG00000089169","Neuronal",0.828,0.137,2.24370452394034,0.878,0.756,0,0
"623","RPL19P9",653314,"NA","Neuronal",0.51,0.098,2.64842073283349,0.72,0.44,0,0
"624","RPS6KA6",27330,"ENSG00000072133","Neuronal",0.774,0.145,2.07036203328227,0.845,0.69,0,0
"625","RREB1",6239,"ENSG00000124782","Non-neuronal",0.431,0.342,3.25077420474779,0.59,0.18,0,0
"626","RSPO2",340419,"ENSG00000147655","Neuronal",0.68,0.31,2.04414191414024,0.73,0.46,0,0
"627","RUNDC3B",154661,"ENSG00000105784","Neuronal",0.91,0.19,2.14622261920755,0.92,0.84,0,0
"628","RXFP1",59350,"ENSG00000171509","Neuronal",0.675,0.23,3.57712579722776,0.769,0.538,0,0
"629","RYR2",6262,"ENSG00000198626","Neuronal",0.996,0.785,3.31389250094415,0.966,0.932,0,0
"630","S100B",6285,"ENSG00000160307","Non-neuronal",0.577,0.057,4.63230633560663,0.772,0.544,0,0
"631","SAMD5",389432,"ENSG00000203727","Neuronal",0.789,0.462,2.75827389067131,0.761,0.522,0,0
"632","SATB2",23314,"ENSG00000119042","Neuronal",0.79,0.262,2.31069736442519,0.828,0.656,0,0
"633","SCD",6319,"ENSG00000099194","Non-neuronal",0.533,0.212,3.95883196975898,0.701,0.402,0,0
"634","SCN2A",6326,"ENSG00000136531","Neuronal",0.998,0.323,2.22198364655821,0.953,0.906,0,0
"635","SCN3B",55800,"ENSG00000166257","Neuronal",0.882,0.086,2.64244041007516,0.92,0.84,0,0
"636","SCN8A",6334,"ENSG00000196876","Neuronal",0.981,0.422,2.09876171544296,0.935,0.87,0,0
"637","SEMA4F",10505,"ENSG00000135622","Neuronal",0.724,0.098,2.0325256478684,0.83,0.66,0,0
"638","SEMA6A",57556,"ENSG00000092421","Non-neuronal",0.624,0.432,2.0013104001598,0.669,0.338,0,0
"639","SFMBT2",57713,"ENSG00000198879","Non-neuronal",0.7,0.734,2.09372350769425,0.574,0.148,1.05093876336815e-237,5.28422519609138e-233
"640","SFTA1P",207107,"ENSG00000225383","Neuronal",0.596,0.022,3.50252134981835,0.791,0.582,0,0
"641","SH2D5",400745,"ENSG00000189410","Neuronal",0.36,0.007,2.3690456343545,0.677,0.354,0,0
"642","SH3GL2",6456,"ENSG00000107295","Neuronal",0.926,0.254,2.80848897953158,0.923,0.846,0,0
"643","SH3PXD2B",285590,"ENSG00000174705","Non-neuronal",0.523,0.423,2.16824433176885,0.604,0.208,0,0
"644","SHANK1",50944,"ENSG00000161681","Neuronal",0.82,0.229,2.06702966187536,0.856,0.712,0,0
"645","SHC4",399694,"ENSG00000185634","Non-neuronal",0.367,0.337,2.1489898482047,0.542,0.0840000000000001,5.66133587736572e-222,2.84657629249826e-217
"646","SHROOM4",57477,"ENSG00000158352","Non-neuronal",0.57,0.266,4.87233586929414,0.716,0.432,0,0
"647","SIDT1",54847,"ENSG00000072858","Neuronal",0.803,0.183,2.47237781513076,0.86,0.72,0,0
"648","SLC12A5",57468,"ENSG00000124140","Neuronal",0.915,0.069,2.51258010340702,0.936,0.872,0,0
"649","SLC1A2",6506,"ENSG00000110436","Non-neuronal",0.597,0.75,3.1369166419375,0.51,0.02,0,0
"650","SLC1A3",6507,"ENSG00000079215","Non-neuronal",0.819,0.167,5.38219345240051,0.886,0.772,0,0
"651","SLC22A10",387775,"ENSG00000184999","Neuronal",0.417,0.063,2.66240854024328,0.685,0.37,0,0
"652","SLC22A24",283238,"ENSG00000197658","Neuronal",0.682,0.212,3.89401550787033,0.779,0.558,0,0
"653","SLC22A25",387601,"ENSG00000196600","Neuronal",0.754,0.259,4.31463055620188,0.808,0.616,0,0
"654","SLC22A9",114571,"ENSG00000149742","Neuronal",0.461,0.167,2.78907379480545,0.668,0.336,0,0
"655","SLC25A13",10165,"ENSG00000004864","Non-neuronal",0.7,0.631,2.25087998056585,0.652,0.304,0,0
"656","SLC26A4",5172,"ENSG00000091137","Neuronal",0.558,0.099,2.82681559744501,0.749,0.498,0,0
"657","SLC2A5",6518,"ENSG00000142583","Non-neuronal",0.582,0.552,3.37874703214184,0.591,0.182,0,0
"658","SLC30A3",7781,"ENSG00000115194","Neuronal",0.51,0.058,2.37627882267754,0.736,0.472,0,0
"659","SLC35D2",11046,"ENSG00000285269, ENSG00000130958","Non-neuronal",0.609,0.439,3.73394114886022,0.675,0.35,0,0
"660","SLC35F3",148641,"ENSG00000183780","Neuronal",0.964,0.521,2.22872425946737,0.91,0.82,0,0
"661","SLC44A1",23446,"ENSG00000070214","Non-neuronal",0.808,0.923,2.15310217613317,0.611,0.222,0,0
"662","SLC48A1",55652,"ENSG00000211584","Non-neuronal",0.358,0.264,2.30496139679331,0.574,0.148,0,0
"663","SLC4A10",57282,"ENSG00000144290","Neuronal",0.999,0.473,2.92213230724082,0.978,0.956,0,0
"664","SLC5A11",115584,"ENSG00000288216, ENSG00000158865","Non-neuronal",0.692,0.603,4.6620018330964,0.673,0.346,0,0
"665","SLC6A17",388662,"ENSG00000197106","Neuronal",0.775,0.063,2.33102563385942,0.869,0.738,0,0
"666","SLC6A7",6534,"ENSG00000011083","Neuronal",0.683,0.039,3.14688865656514,0.832,0.664,0,0
"667","SLC8A2",6543,"ENSG00000118160","Neuronal",0.809,0.279,2.34867226347655,0.845,0.69,0,0
"668","SLCO1A2",6579,"ENSG00000084453","Non-neuronal",0.521,0.348,5.00554929197983,0.657,0.314,0,0
"669","SLIT1",6585,"ENSG00000187122","Neuronal",0.833,0.269,2.11757070918996,0.855,0.71,0,0
"670","SLIT3",6586,"ENSG00000184347","Neuronal",0.892,0.748,2.73225548855957,0.732,0.464,0,0
"671","SMOC1",64093,"ENSG00000198732","Non-neuronal",0.37,0.198,2.46016728011332,0.607,0.214,0,0
"672","SNORD115.",NA,"NA","Neuronal",0.997,0.207,3.44325795251306,0.983,0.966,0,0
"673","SNRPN",6638,"ENSG00000128739","Neuronal",0.923,0.502,2.50836660337912,0.859,0.718,0,0
"674","SOHLH1",402381,"ENSG00000165643","Neuronal",0.448,0.005,2.74709186969162,0.722,0.444,0,0
"675","SOX13",9580,"ENSG00000143842","Non-neuronal",0.352,0.231,2.15231940715749,0.584,0.168,0,0
"676","SOX2",6657,"ENSG00000181449","Non-neuronal",0.457,0.144,2.38298475505087,0.671,0.342,0,0
"677","SPATA13",221178,"ENSG00000182957, ENSG00000228741","Non-neuronal",0.631,0.427,2.53323883475889,0.678,0.356,0,0
"678","SPATA22",84690,"ENSG00000141255","Non-neuronal",0.569,0.49,2.85374552476625,0.621,0.242,0,0
"679","SPATA6",54558,"ENSG00000132122","Non-neuronal",0.759,0.789,2.14135666694531,0.656,0.312,0,0
"680","SPHKAP",80309,"ENSG00000153820","Neuronal",0.484,0.167,2.85481832990423,0.678,0.356,0,0
"681","SPON1",10418,"ENSG00000262655","Non-neuronal",0.594,0.605,2.17556006253014,0.578,0.156,0,0
"682","SPP1",6696,"ENSG00000118785","Non-neuronal",0.502,0.082,4.78098530077249,0.725,0.45,0,0
"683","SPTSSB",165679,"ENSG00000196542","Neuronal",0.429,0.035,2.04308058927333,0.699,0.398,0,0
"684","SRRM3",222183,"ENSG00000177679","Neuronal",0.986,0.554,2.9006262420689,0.963,0.926,0,0
"685","SRRM4",84530,"ENSG00000139767","Neuronal",0.975,0.416,3.76691920374834,0.969,0.938,0,0
"686","ST18",9705,"ENSG00000147488","Non-neuronal",0.626,0.262,5.68530995388139,0.744,0.488,0,0
"687","ST6GAL1",6480,"ENSG00000073849","Non-neuronal",0.652,0.756,2.41677963274776,0.475,0.05,1.02879940458996e-95,5.1729062862188e-91
"688","ST6GALNAC3",256435,"ENSG00000184005","Non-neuronal",0.755,0.786,2.00696146118701,0.613,0.226,1.00834863359212e-308,5.07007776456453e-304
"689","ST6GALNAC5",81849,"ENSG00000117069","Neuronal",0.906,0.295,3.29468697501374,0.905,0.81,0,0
"690","ST8SIA3",51046,"ENSG00000177511","Neuronal",0.895,0.068,2.18932775388709,0.918,0.836,0,0
"691","STAT4",6775,"ENSG00000138378","Neuronal",0.751,0.232,2.6596110651595,0.819,0.638,0,0
"692","STK33",65975,"ENSG00000130413","Non-neuronal",0.503,0.513,2.51199891638929,0.564,0.128,0,0
"693","STON2",85439,"ENSG00000140022","Non-neuronal",0.432,0.297,3.83222351980372,0.614,0.228,0,0
"694","STX1A",6804,"ENSG00000106089","Neuronal",0.797,0.154,2.18894244533812,0.861,0.722,0,0
"695","STXBP5.AS1",NA,"NA","Neuronal",0.818,0.294,2.0718553412151,0.832,0.664,0,0
"696","STXBP5L",9515,"ENSG00000145087","Neuronal",0.999,0.715,2.95641850449252,0.976,0.952,0,0
"697","STYK1",55359,"ENSG00000060140","Neuronal",0.462,0.094,2.67569748587636,0.698,0.396,0,0
"698","SUCLG2",8801,"ENSG00000172340","Non-neuronal",0.519,0.466,2.765308087189,0.597,0.194,0,0
"699","SUCLG2.AS1",NA,"NA","Non-neuronal",0.397,0.365,2.07318058791208,0.551,0.102,6.57492378509555e-253,3.30593742838389e-248
"700","SV2B",9899,"ENSG00000185518","Neuronal",0.845,0.376,2.45234051262676,0.842,0.684,0,0
"701","SV2C",22987,"ENSG00000122012","Neuronal",0.481,0.326,2.35758114439636,0.575,0.15,6.00139595923967e-129,3.0175619022653e-124
"702","SVOP",55530,"ENSG00000166111","Neuronal",0.876,0.255,2.66922390272501,0.899,0.798,0,0
"703","SYBU",55638,"ENSG00000147642","Neuronal",0.898,0.183,2.19706288388964,0.904,0.808,0,0
"704","SYCE1",93426,"ENSG00000171772","Neuronal",0.685,0.248,2.517300821193,0.781,0.562,0,0
"705","SYN2",6854,"ENSG00000157152","Neuronal",0.993,0.389,2.66334815887943,0.962,0.924,0,0
"706","SYN3",8224,"ENSG00000185666","Neuronal",0.942,0.615,2.18649504736805,0.868,0.736,0,0
"707","SYNGR3",9143,"ENSG00000127561","Neuronal",0.648,0.022,2.05367327275608,0.812,0.624,0,0
"708","SYNPO2",171024,"ENSG00000172403","Neuronal",0.743,0.178,2.31098197409704,0.825,0.65,0,0
"709","SYNPR",132204,"ENSG00000163630","Neuronal",0.807,0.316,3.53272577111177,0.819,0.638,0,0
