"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","group_2"
"PTPRO3",1.1789723283315e-45,5.65522796392156,0.878,0.243,5.92799076408362e-41,"Endo_CLDN5"
"GPRASP11",1.30384936218881e-45,3.62626435325373,0.862,0.043,6.55588497802153e-41,"Endo_CLDN5"
"PHYHIPL2",1.49027819789187e-45,5.23315557170637,0.917,0.529,7.49326780682009e-41,"Endo_CLDN5"
"PTPRD2",1.6846091057124e-45,3.28649059325191,0.993,0.886,8.47038304443251e-41,"Endo_CLDN5"
"ADCY23",1.70816994989601e-45,4.45903281275906,0.908,0.486,8.58884932507212e-41,"Endo_CLDN5"
"GABRG23",2.58043047888625e-45,3.2800248387541,0.894,0.1,1.2974662490888e-40,"Endo_CLDN5"
"LPPR13",3.24381792436961e-45,5.21573171818359,0.883,0.2,1.63102409055228e-40,"Endo_CLDN5"
"LY6H4",4.43756114416161e-45,3.8694609285315,0.857,0.029,2.2312501188959e-40,"Endo_CLDN5"
"FLRT22",6.28601384727483e-45,4.94168318268389,0.86,0.129,3.16067062254826e-40,"Endo_CLDN5"
"CELF54",1.75556964104943e-44,3.85874687925707,0.906,0.3,8.82717971216062e-40,"Endo_CLDN5"
"KCNJ34",1.76630785792556e-44,3.27648718567846,0.878,0.114,8.88117254043552e-40,"Endo_CLDN5"
"TIAM11",1.8797971625501e-44,2.70352963554655,0.966,0.714,9.45180811301815e-40,"Endo_CLDN5"
"KCNQ55",8.14779934073065e-44,5.52582808515477,0.924,0.4,4.09679498651278e-39,"Endo_CLDN5"
"TMEM132B2",1.24581383585643e-43,3.17873869976684,0.913,0.443,6.26407654806973e-39,"Endo_CLDN5"
"ZMAT45",1.51052841995115e-43,5.66375119434721,0.869,0.4,7.59508794835636e-39,"Endo_CLDN5"
"GRM72",1.61237377081126e-43,4.56457075956434,0.931,0.557,8.10717655701608e-39,"Endo_CLDN5"
"LOC1019278854",1.99555656945937e-43,4.43765726778567,0.816,0.014,1.00338579868987e-38,"Endo_CLDN5"
"GPC63",2.66672695446234e-43,5.17983592499672,0.887,0.457,1.34085697997321e-38,"Endo_CLDN5"
"CORO64",3.18767628070719e-43,4.166068173745,0.802,0,1.60279551070238e-38,"Endo_CLDN5"
"EPB41L31",5.5312923896064e-43,5.20350632314317,0.86,0.171,2.781189126418e-38,"Endo_CLDN5"
"AMPH2",9.50145451476599e-43,2.77917174191501,0.929,0.414,4.77742634456949e-38,"Endo_CLDN5"
"PDIA23",1.04033028184729e-42,4.14584866444419,0.798,0,5.23088469015636e-38,"Endo_CLDN5"
"TRHDE5",1.39490869521908e-42,6.61515006045717,0.851,0.3,7.01374041043108e-38,"Endo_CLDN5"
"JAKMIP21",2.24474508040959e-42,3.65630097686425,0.874,0.3,1.12868027388075e-37,"Endo_CLDN5"
"PAK73",2.99972325628406e-42,4.49355782233898,0.874,0.143,1.50829085049219e-37,"Endo_CLDN5"
"GABRA24",3.10641479393653e-42,4.64263381434608,0.844,0.143,1.56193642253923e-37,"Endo_CLDN5"
"FRRS1L4",3.27921623103009e-42,4.72889993592474,0.821,0.157,1.64882271312424e-37,"Endo_CLDN5"
"PPP2R2C2",4.75770024958059e-42,3.88214980493209,0.894,0.3,2.39221926249162e-37,"Endo_CLDN5"
"SLC38A11",5.29810874758639e-42,5.03122483204821,0.844,0.1,2.66394205937391e-37,"Endo_CLDN5"
"RGS7BP3",7.08569038005786e-42,4.28935949788493,0.828,0.071,3.56275597999689e-37,"Endo_CLDN5"
"GABBR11",9.1401305091577e-42,4.85441721213803,0.828,0.086,4.59574902130958e-37,"Endo_CLDN5"
"SLC12A54",9.46175527337432e-42,2.61105422416293,0.867,0.071,4.75746516900534e-37,"Endo_CLDN5"
"PPM1E1",1.01180535189384e-41,2.7799382746454,0.943,0.586,5.0874584898574e-37,"Endo_CLDN5"
"CACNG23",1.19013056268661e-41,4.06551526838865,0.894,0.314,5.98409548224454e-37,"Endo_CLDN5"
"SLC8A33",1.27596006063684e-41,4.84763361970282,0.837,0.114,6.41565478088808e-37,"Endo_CLDN5"
"CLVS24",2.55041401740221e-41,5.16495752839239,0.807,0.029,1.28237367209e-36,"Endo_CLDN5"
"KCNIP44",3.04128826448814e-41,4.09811438660101,0.986,0.614,1.52919015226728e-36,"Endo_CLDN5"
"WDR171",4.18647512727523e-41,2.57787579830806,0.867,0.1,2.10500155874526e-36,"Endo_CLDN5"
"GAS71",4.50293033728483e-41,3.81758266163619,0.91,0.586,2.26411840289019e-36,"Endo_CLDN5"
"LOC100996724",8.64140351009954e-41,2.50110086190556,0.878,0.114,4.34498409891315e-36,"Endo_CLDN5"
"CDH84",8.9010526023655e-41,5.66446966060385,0.846,0.243,4.4755382589954e-36,"Endo_CLDN5"
"VSTM2A4",1.08529726999548e-40,5.38476917850504,0.795,0.014,5.45698320326429e-36,"Endo_CLDN5"
"PCDH101",1.57151354932277e-40,5.081171871388,0.807,0.043,7.90172727734983e-36,"Endo_CLDN5"
"CSMD23",3.45390787967924e-40,3.18915740359219,0.894,0.429,1.73665942098152e-35,"Endo_CLDN5"
"FAM49A",4.92820712660245e-40,3.30945856428332,0.846,0.086,2.47795182532698e-35,"Endo_CLDN5"
"LOC1019295634",6.7107344996616e-40,5.22931644201684,0.802,0.086,3.37422441377485e-35,"Endo_CLDN5"
"PLCH13",6.77023452911891e-40,4.81072936020083,0.931,0.643,3.40414162358628e-35,"Endo_CLDN5"
"SHC31",1.31413467807409e-39,3.0902914828781,0.871,0.186,6.60760057482431e-35,"Endo_CLDN5"
"NRSN13",1.58303661850456e-39,3.5434628531941,0.837,0.057,7.95966642150277e-35,"Endo_CLDN5"
"LONRF22",2.17540008615393e-39,4.89697458695105,0.802,0.057,1.09381291731906e-34,"Endo_CLDN5"
"GABRG35",3.56667743881334e-39,5.32207773849313,0.878,0.414,1.79336108300974e-34,"Endo_CLDN5"
"PDE1A3",4.8640098234035e-39,5.27957171993942,0.837,0.457,2.44567277930551e-34,"Endo_CLDN5"
"ACSL61",8.20264292464272e-39,3.70138906943822,0.816,0.043,4.1243708889396e-34,"Endo_CLDN5"
"BCL11A5",8.73090958032428e-39,3.8504024262051,0.871,0.314,4.38998864608285e-34,"Endo_CLDN5"
"KIAA15982",1.48135703780405e-38,3.70767890859793,0.883,0.371,7.44841132178255e-34,"Endo_CLDN5"
"NR2F1-AS12",1.68017756364076e-38,4.7253074545814,0.834,0.129,8.44810080774209e-34,"Endo_CLDN5"
"WASF3",2.05579107886514e-38,2.70129908315502,0.857,0.157,1.03367231236418e-33,"Endo_CLDN5"
"TSPYL21",2.10780006123262e-38,2.83409969914533,0.818,0.043,1.05982294878837e-33,"Endo_CLDN5"
"LOC4400405",4.87692026226968e-38,5.18312615139049,0.869,0.2,2.45216427707182e-33,"Endo_CLDN5"
"BEX21",6.15390476696415e-38,3.5045668338386,0.805,0.029,3.09424485587724e-33,"Endo_CLDN5"
"LINC011581",1.14521892040144e-37,4.49054000906039,0.823,0.086,5.75827525367046e-33,"Endo_CLDN5"
"CAP2",1.39954842485906e-37,3.7295781655469,0.901,0.571,7.03706943503384e-33,"Endo_CLDN5"
"SRRM45",1.65194883030366e-37,4.46764832338007,0.885,0.4,8.30616391364986e-33,"Endo_CLDN5"
"CAMK2N1",1.88282800544143e-37,3.37003923848024,0.816,0.057,9.46704749416004e-33,"Endo_CLDN5"
"DLX6-AS15",1.92218416438127e-37,5.01654383237879,0.775,0.014,9.66493419692547e-33,"Endo_CLDN5"
"GAP431",2.13573103770756e-37,3.18897008144853,0.818,0.114,1.07386692306974e-32,"Endo_CLDN5"
"COL25A15",4.10658368520994e-37,3.57376801587547,0.874,0.5,2.06483134276041e-32,"Endo_CLDN5"
"ASXL33",4.61902459895238e-37,5.11663274057521,0.772,0.043,2.32249175859925e-32,"Endo_CLDN5"
"PEX5L2",4.91066134987606e-37,5.61434706538086,0.855,0.271,2.46912963333118e-32,"Endo_CLDN5"
"SERPINI12",5.11291230829346e-37,2.67067444901869,0.899,0.186,2.57082343773303e-32,"Endo_CLDN5"
"SLC7A144",6.22982913970369e-37,4.69452872070373,0.798,0.343,3.13242038973441e-32,"Endo_CLDN5"
"ADCY83",7.85870622547918e-37,4.85938588164961,0.8,0.1,3.95143607723319e-32,"Endo_CLDN5"
"GRIP24",7.97486230809071e-37,3.14752976246642,0.825,0.143,4.00984051713109e-32,"Endo_CLDN5"
"LOC1053727684",9.92320144601498e-37,4.29860019068803,0.738,0,4.98948491907079e-32,"Endo_CLDN5"
"WNK22",1.09723657124064e-36,4.57294469855737,0.811,0.143,5.51701520385506e-32,"Endo_CLDN5"
"HRH23",1.10741516339991e-36,4.41053553238015,0.756,0.014,5.56819418309107e-32,"Endo_CLDN5"
"ATP1B22",1.18313691909203e-36,4.37001756488089,0.793,0.114,5.94893074288665e-32,"Endo_CLDN5"
"GNG22",1.30044303037974e-36,2.69374618201997,0.816,0.129,6.53875760105237e-32,"Endo_CLDN5"
"SH3PXD2A",3.96290090436971e-36,3.99139713742463,0.853,0.314,1.99258620372613e-31,"Endo_CLDN5"
"SLC41A21",6.37621185994994e-36,4.52269487991591,0.841,0.186,3.20602308530143e-31,"Endo_CLDN5"
"LPPR54",6.48077176413833e-36,4.81546762074483,0.777,0.071,3.2585968507264e-31,"Endo_CLDN5"
"KCNB11",2.17071358810327e-35,4.36697266342249,0.825,0.2,1.0914564992342e-30,"Endo_CLDN5"
"MAST13",2.30860132973e-35,2.90694327842541,0.828,0.3,1.16078783460154e-30,"Endo_CLDN5"
"CNKSR21",3.69990423004998e-35,4.16692531148713,0.844,0.214,1.86034884591143e-30,"Endo_CLDN5"
"GRIK34",5.09958946663787e-35,3.58317602577639,0.789,0.1,2.56412457972018e-30,"Endo_CLDN5"
"PTPRN5",6.49260733258079e-35,4.08753435626945,0.766,0.043,3.26454789289495e-30,"Endo_CLDN5"
"KIAA1107",6.81050817676e-35,3.68295457295493,0.802,0.129,3.4243916163567e-30,"Endo_CLDN5"
"SLC24A33",8.67506064227114e-35,4.59746755612968,0.807,0.3,4.36190724154035e-30,"Endo_CLDN5"
"KHDRBS3",1.24360639568896e-34,3.67865170959659,0.834,0.214,6.25297731816366e-30,"Endo_CLDN5"
"LOC1005057974",1.46185904864142e-34,4.50117856296823,0.74,0.014,7.35037348247394e-30,"Endo_CLDN5"
"SOX62",1.56716879754381e-34,4.91713924721935,0.798,0.243,7.87988143093004e-30,"Endo_CLDN5"
"TMEM1452",1.60956998645022e-34,3.34651551369069,0.713,0,8.09307884887035e-30,"Endo_CLDN5"
"SATB1-AS14",1.89502337869867e-34,3.82572216290864,0.759,0.029,9.52836705043479e-30,"Endo_CLDN5"
"PPARGC1A2",1.9358433414603e-34,4.50159354459187,0.899,0.471,9.73361390519651e-30,"Endo_CLDN5"
"SCG23",2.5107943430066e-34,6.15494935385832,0.71,0,1.26245250360715e-29,"Endo_CLDN5"
"SLC8A1-AS12",2.86674969560321e-34,5.06962456047217,0.837,0.214,1.44143041444625e-29,"Endo_CLDN5"
"LOC100996723",3.42734627346218e-34,2.54044586739107,0.825,0.1,1.72330397975952e-29,"Endo_CLDN5"
"TMEM2321",5.57013677851944e-34,4.2530126947354,0.871,0.4,2.80072047360736e-29,"Endo_CLDN5"
"ELAVL31",5.57761988690256e-34,2.78438634518637,0.871,0.257,2.80448305533348e-29,"Endo_CLDN5"
"EPHA64",5.79288478012024e-34,4.1674293786151,0.913,0.386,2.91272039629226e-29,"Endo_CLDN5"
"EPB41L11",5.90910155627471e-34,2.60810678723905,0.841,0.271,2.97115535351049e-29,"Endo_CLDN5"
"EML62",6.31445152376267e-34,2.8907758361512,0.878,0.457,3.17496937066311e-29,"Endo_CLDN5"
"SNORD116@2",6.58815966425967e-34,4.1503545153567,0.782,0.057,3.31259256078641e-29,"Endo_CLDN5"
"B4GAT1",8.03097218480738e-34,4.44399974677324,0.768,0.043,4.038053124243e-29,"Endo_CLDN5"
"GLRB2",9.16371277126931e-34,5.10492719291589,0.77,0.086,4.60760641852192e-29,"Endo_CLDN5"
"ELMOD12",1.03290662004615e-33,3.68585063195447,0.8,0.171,5.19355777625404e-29,"Endo_CLDN5"
"MARCH1",1.27637224264854e-33,4.60566574646364,0.949,0.614,6.41772727326114e-29,"Endo_CLDN5"
"ZNF608",3.20416798810655e-33,2.81920669109656,0.83,0.2,1.61108770609986e-28,"Endo_CLDN5"
"TMEM261P15",5.06819378467334e-33,4.19949171089466,0.759,0.043,2.5483385168716e-28,"Endo_CLDN5"
"C1orf61",8.92010909426375e-33,2.57592100294091,0.809,0.114,4.48512005368676e-28,"Endo_CLDN5"
"CTTNBP21",1.02542554835616e-32,2.566413403059,0.839,0.229,5.15594219968961e-28,"Endo_CLDN5"
"TAGLN3",1.15403499222266e-32,3.04379057745435,0.729,0.014,5.80260334439478e-28,"Endo_CLDN5"
"ARL4C3",1.54833399503434e-32,2.64579267368943,0.747,0.029,7.78517816043219e-28,"Endo_CLDN5"
"PPP4R43",1.63862037554898e-32,5.01173467141753,0.733,0.071,8.23914711029783e-28,"Endo_CLDN5"
"PHTF1",1.71286051463461e-32,3.24208994871466,0.807,0.143,8.61243395363428e-28,"Endo_CLDN5"
"ARHGAP202",3.07342572458545e-32,2.56742161797246,0.77,0.114,1.54534918857881e-27,"Endo_CLDN5"
"C16orf451",3.56390296827158e-32,2.97346727972686,0.908,0.5,1.79196605147663e-27,"Endo_CLDN5"
"ALK2",5.92316748210292e-32,4.36557225817261,0.867,0.414,2.97822784167617e-27,"Endo_CLDN5"
"TXNDC161",6.05796267233238e-32,2.57209399383088,0.851,0.229,3.04600421127545e-27,"Endo_CLDN5"
"MICAL21",6.190291760619e-32,4.69859953721227,0.74,0.129,3.11254060015684e-27,"Endo_CLDN5"
"TUBB2A",6.99433848580355e-32,2.74632550735247,0.814,0.114,3.51682333404688e-27,"Endo_CLDN5"
"NRIP35",7.30094194542161e-32,4.31353458381114,0.747,0.086,3.67098661957744e-27,"Endo_CLDN5"
"MAF",7.37798520018893e-32,3.87472007635816,0.795,0.329,3.709724738507e-27,"Endo_CLDN5"
"RNF1571",9.93275559624222e-32,3.3562352402561,0.837,0.329,4.99428884134655e-27,"Endo_CLDN5"
"LINC011022",1.01628348962049e-31,4.57110719945394,0.71,0.014,5.10997501416079e-27,"Endo_CLDN5"
"ESRRG",1.25888306425477e-31,4.08473709867583,0.853,0.329,6.3297899353794e-27,"Endo_CLDN5"
"STMN41",1.26124411350952e-31,4.22866745673555,0.717,0.043,6.34166152713721e-27,"Endo_CLDN5"
"B4GALT62",1.36452763131508e-31,4.15755477325434,0.786,0.243,6.86098138301535e-27,"Endo_CLDN5"
"GNB51",1.52847795295171e-31,3.06249418950686,0.798,0.2,7.68533999523649e-27,"Endo_CLDN5"
"SCN9A4",2.23202227700233e-31,4.73398330481252,0.731,0.043,1.12228312109954e-26,"Endo_CLDN5"
"KIAA20222",2.57984773545307e-31,3.16061424824211,0.832,0.286,1.29717323986316e-26,"Endo_CLDN5"
"MRPL41",2.71179298256091e-31,2.92046825102812,0.733,0.029,1.36351662956145e-26,"Endo_CLDN5"
"MCF2L2",2.74400752814194e-31,2.7898519039562,0.901,0.557,1.37971442522505e-26,"Endo_CLDN5"
"FAM153C3",2.78462657525883e-31,2.98307668870778,0.768,0.071,1.40013808830589e-26,"Endo_CLDN5"
"MARCH45",3.27524495141957e-31,4.60412344945396,0.749,0.157,1.64682591402327e-26,"Endo_CLDN5"
"VSTM2L4",3.40238258557697e-31,3.73260409278706,0.756,0.086,1.71075198785396e-26,"Endo_CLDN5"
"UBASH3B1",3.41262448696632e-31,2.50404880275672,0.89,0.457,1.71590171829153e-26,"Endo_CLDN5"
"ARHGEF41",4.00148897684793e-31,3.04999967717297,0.883,0.371,2.01198867244891e-26,"Endo_CLDN5"
"PCDH171",4.27307278717882e-31,4.95556799061945,0.71,0.071,2.14854372812138e-26,"Endo_CLDN5"
"NRXN21",4.42900795244969e-31,3.32669543913637,0.8,0.171,2.22694948857123e-26,"Endo_CLDN5"
"PCDHA@2",4.74324284760372e-31,3.65852006614598,0.793,0.214,2.38494993620362e-26,"Endo_CLDN5"
"TRHDE-AS14",4.78480636250022e-31,4.9335682684349,0.669,0,2.40584848712873e-26,"Endo_CLDN5"
"TOX33",5.09279911512536e-31,4.22587815422498,0.736,0.043,2.56071032307618e-26,"Endo_CLDN5"
"LOC1019283071",7.11329889337217e-31,4.47877113596949,0.667,0,3.57663781657646e-26,"Endo_CLDN5"
"CLIP41",8.227007938946e-31,4.73217882817559,0.745,0.086,4.13662186178144e-26,"Endo_CLDN5"
"PODXL22",9.76089247494339e-31,4.00402869581795,0.752,0.071,4.90787434532629e-26,"Endo_CLDN5"
"RAB3B5",1.13517362139275e-30,3.15471826065309,0.756,0.229,5.70776648572489e-26,"Endo_CLDN5"
"GABRA13",1.2316209864327e-30,5.20912729871529,0.747,0.071,6.19271348188228e-26,"Endo_CLDN5"
"MAP7D22",1.41324809372345e-30,4.10107340648767,0.825,0.257,7.10595274005087e-26,"Endo_CLDN5"
"PLXNC12",1.77786628366526e-30,4.52515263048628,0.811,0.4,8.93928946089727e-26,"Endo_CLDN5"
"PDE2A2",2.02617505876284e-30,4.15029562594245,0.71,0.071,1.01878108129654e-25,"Endo_CLDN5"
"GALNT144",2.09487306555905e-30,4.95646413917178,0.763,0.271,1.05332312609375e-25,"Endo_CLDN5"
"MIR137HG5",2.14683231472172e-30,5.07372921518971,0.692,0.029,1.07944875616523e-25,"Endo_CLDN5"
"CDH184",3.07765600935449e-30,3.97371986701106,0.897,0.657,1.54747621806353e-25,"Endo_CLDN5"
"PAK11",3.19459125770863e-30,2.73804581194287,0.841,0.286,1.60627243028848e-25,"Endo_CLDN5"
"PALM23",5.8959303593055e-30,4.62384423933352,0.743,0.114,2.9645327439624e-25,"Endo_CLDN5"
"TSPAN133",6.60235897667832e-30,5.10153901250722,0.692,0.071,3.31973211706362e-25,"Endo_CLDN5"
"ITM2C",8.85783173222607e-30,3.2986666361424,0.743,0.129,4.45380637328059e-25,"Endo_CLDN5"
"DCC3",1.56156700869326e-29,3.57522086554706,0.89,0.7,7.85171507641058e-25,"Endo_CLDN5"
"INTS4P11",1.87839964458351e-29,3.73966845572733,0.841,0.286,9.44478125293037e-25,"Endo_CLDN5"
"ACTR3C",1.89462574934112e-29,3.14726837524415,0.906,0.414,9.52636773026207e-25,"Endo_CLDN5"
"GPR1582",2.00735413620456e-29,2.74065060003879,0.86,0.429,1.00931773322502e-24,"Endo_CLDN5"
"LOC1019269413",2.27103548295359e-29,3.69241306125359,0.874,0.571,1.1418993511839e-24,"Endo_CLDN5"
"DPY19L2P13",2.38013838187645e-29,4.39668095104026,0.805,0.2,1.1967573797913e-24,"Endo_CLDN5"
"BEND62",2.52053987236492e-29,4.02229396042788,0.779,0.243,1.2673526532238e-24,"Endo_CLDN5"
"PUS7L",2.95393648671357e-29,3.20731230352134,0.743,0.1,1.48526880488445e-24,"Endo_CLDN5"
"PGM2L11",3.81900884278892e-29,3.19726942810019,0.805,0.271,1.9202358362427e-24,"Endo_CLDN5"
"PNOC5",3.85598643690748e-29,5.0805493869737,0.667,0.014,1.93882854034145e-24,"Endo_CLDN5"
"KCNQ1OT11",4.60098010636653e-29,4.91743183969944,0.724,0.1,2.31341880728216e-24,"Endo_CLDN5"
"BRINP21",7.32985071127572e-29,4.57996151450863,0.703,0.1,3.68552223613654e-24,"Endo_CLDN5"
"MTMR71",8.05811742283156e-29,4.37804299674758,0.692,0.043,4.05170202137394e-24,"Endo_CLDN5"
"PAICSP44",8.10916676367957e-29,4.71454378127184,0.697,0.1,4.07737014044572e-24,"Endo_CLDN5"
"SOGA31",8.88312259133322e-29,4.26003758449229,0.669,0.071,4.46652287014826e-24,"Endo_CLDN5"
"FAM110B1",9.35392828831194e-29,3.37230215626666,0.726,0.1,4.70324868264613e-24,"Endo_CLDN5"
"CKMT1B5",1.08823469041201e-28,4.52923343520416,0.676,0.043,5.47175284686062e-24,"Endo_CLDN5"
"ZNF385D4",1.20296793526892e-28,3.14104965375138,0.936,0.671,6.04864307532568e-24,"Endo_CLDN5"
"KCNC11",1.46149080423575e-28,3.99081734726564,0.667,0.014,7.34852191277776e-24,"Endo_CLDN5"
"PHACTR32",1.62021719347474e-28,2.71839680795404,0.784,0.171,8.14661407051033e-24,"Endo_CLDN5"
"WASF11",1.7928002707748e-28,3.04761931202722,0.749,0.229,9.0143790414828e-24,"Endo_CLDN5"
"BCL11B4",2.37124497171835e-28,4.20506811576265,0.706,0.071,1.19228568422971e-23,"Endo_CLDN5"
"LGI13",3.09031568711117e-28,4.29500055538703,0.694,0.043,1.55384163063637e-23,"Endo_CLDN5"
"KCNH75",3.38645694998225e-28,5.00246544817736,0.779,0.186,1.70274441902058e-23,"Endo_CLDN5"
"DZIP12",3.85425312252066e-28,4.2107957370471,0.772,0.229,1.93795701253461e-23,"Endo_CLDN5"
"HYDIN22",4.07071089674039e-28,3.25386631255888,0.811,0.229,2.04679414599003e-23,"Endo_CLDN5"
"LOC1019287924",5.62590274847805e-28,4.22540075722077,0.768,0.129,2.82876016096225e-23,"Endo_CLDN5"
"SYNGR33",9.3533780022115e-28,4.4120755806411,0.66,0.014,4.70297199329196e-23,"Endo_CLDN5"
"ATP6V0E2",1.37066414900143e-27,4.1881017139306,0.646,0.014,6.8918364075941e-23,"Endo_CLDN5"
"ELAVL42",1.42161767750077e-27,2.71450269747336,0.724,0.071,7.1480358442416e-23,"Endo_CLDN5"
"SRCIN11",1.73328927115645e-27,2.56086242615418,0.789,0.2,8.71515178430177e-23,"Endo_CLDN5"
"LOC101929322",1.90173044950493e-27,3.18342925558587,0.697,0.043,9.56209087315571e-23,"Endo_CLDN5"
"ASIC24",2.20302289174828e-27,4.34812328329907,0.917,0.571,1.10770194019995e-22,"Endo_CLDN5"
"CNNM14",2.29123439849913e-27,4.06569445184083,0.726,0.1,1.15205556790935e-22,"Endo_CLDN5"
"DPP103",2.87621610856141e-27,4.1738508836607,0.961,0.643,1.44619022154576e-22,"Endo_CLDN5"
"FAM153B3",3.02913637756635e-27,2.57602394990519,0.685,0.029,1.52308006200413e-22,"Endo_CLDN5"
"GGT7",4.01352151886254e-27,4.05701453016308,0.703,0.086,2.01803875489928e-22,"Endo_CLDN5"
"AP3B22",4.61083798240933e-27,4.04943396399318,0.683,0.057,2.31837544593524e-22,"Endo_CLDN5"
"LOC1019283872",8.04228923010265e-27,2.67506775291244,0.846,0.271,4.04374344778791e-22,"Endo_CLDN5"
"GPC11",1.04141499084078e-26,3.74811252891458,0.607,0,5.23633871544653e-22,"Endo_CLDN5"
"GRIK1-AS23",1.04141499084078e-26,3.61068919661842,0.607,0,5.23633871544653e-22,"Endo_CLDN5"
"KCND33",1.06046341263505e-26,4.41294427183526,0.706,0.1,5.33211608507028e-22,"Endo_CLDN5"
"KIAA0930",1.41994261803123e-26,2.94510950512962,0.745,0.186,7.13961347772282e-22,"Endo_CLDN5"
"ARX4",1.46889701878659e-26,3.98220103019968,0.605,0,7.38576110016088e-22,"Endo_CLDN5"
"RUNDC3A1",1.48840914986365e-26,3.91466744011724,0.632,0.014,7.48387004642942e-22,"Endo_CLDN5"
"RNASET21",1.49886600842889e-26,3.42985504568343,0.678,0.043,7.53644817698131e-22,"Endo_CLDN5"
"NLGN4Y",1.51707120571979e-26,5.06363796697489,0.775,0.286,7.62798572947967e-22,"Endo_CLDN5"
"KIAA03193",1.51873456786874e-26,2.79610749873562,0.784,0.2,7.63634928070082e-22,"Endo_CLDN5"
"B4GALNT42",1.58785825808269e-26,3.32163454600564,0.639,0.014,7.98391010746556e-22,"Endo_CLDN5"
"UNC13A2",1.97299663000282e-26,3.19317432574444,0.871,0.429,9.92042435531719e-22,"Endo_CLDN5"
"COL19A14",2.82519779471701e-26,4.99690496651395,0.713,0.329,1.42053770316166e-21,"Endo_CLDN5"
"FAM135B1",3.49418937623654e-26,3.26594922956754,0.846,0.371,1.7569133602655e-21,"Endo_CLDN5"
"ABCA102",3.95376871416871e-26,4.4270296534407,0.694,0.1,1.98799444717117e-21,"Endo_CLDN5"
"SNX10",4.18193146939487e-26,4.01928844897498,0.733,0.214,2.10271696212643e-21,"Endo_CLDN5"
"DPY19L22",5.95816134016966e-26,3.65583835005131,0.936,0.671,2.99582310345071e-21,"Endo_CLDN5"
"ARHGDIG3",7.70332983675492e-26,2.94595158020681,0.641,0.014,3.87331127521874e-21,"Endo_CLDN5"
"PTPN53",8.57574935581762e-26,3.33159584327222,0.687,0.114,4.31197253359866e-21,"Endo_CLDN5"
"LOC1005060762",1.08278920100703e-25,3.10135808429395,0.761,0.143,5.44437238158346e-21,"Endo_CLDN5"
"CHPT1",1.20073863728819e-25,2.67571660878002,0.736,0.1,6.03743394214876e-21,"Endo_CLDN5"
"BAIAP34",1.3115526609476e-25,3.80964469835338,0.641,0.057,6.59461793451062e-21,"Endo_CLDN5"
"SLC9A71",1.52341847642649e-25,3.26576549138443,0.784,0.429,7.65990044132004e-21,"Endo_CLDN5"
"SLC1A2",1.58822312813393e-25,2.96679328014009,0.756,0.214,7.98574471057022e-21,"Endo_CLDN5"
"GRAMD1B1",2.42740118508185e-25,3.82234568532722,0.823,0.471,1.220521589871e-20,"Endo_CLDN5"
"SMARCD3",2.80354493457547e-25,4.23150309182848,0.644,0.043,1.40965042855389e-20,"Endo_CLDN5"
"ADAMTS193",4.56269524571455e-25,3.80730470723645,0.763,0.243,2.29416879649773e-20,"Endo_CLDN5"
"LOC1053760651",4.99083027238284e-25,2.92908937036487,0.706,0.086,2.50943936925682e-20,"Endo_CLDN5"
"ZNF4621",5.00037286979763e-25,4.3045521484452,0.618,0.014,2.51423748266295e-20,"Endo_CLDN5"
"IGF14",5.80143741328616e-25,4.52157470902396,0.579,0,2.91702074577442e-20,"Endo_CLDN5"
"MARCH114",6.97908391509999e-25,4.57871477346436,0.621,0.086,3.50915318335143e-20,"Endo_CLDN5"
"CYP4X14",7.92315473964691e-25,4.49406064064832,0.646,0.043,3.98384143464186e-20,"Endo_CLDN5"
"SLC35F31",1.83199444669932e-24,2.93583962404,0.832,0.471,9.21145127744887e-20,"Endo_CLDN5"
"NDN1",2.10874548117803e-24,4.69055099091237,0.57,0,1.06029831539112e-19,"Endo_CLDN5"
"ZDHHC11B2",2.10874548117815e-24,3.80478446614947,0.57,0,1.06029831539118e-19,"Endo_CLDN5"
"LINC002903",2.3060165724751e-24,4.3109227666764,0.91,0.586,1.1594881928062e-19,"Endo_CLDN5"
"TMEM473",2.30974834822279e-24,4.50043821630872,0.618,0.014,1.1613645669699e-19,"Endo_CLDN5"
"NAP1L32",2.43875159734994e-24,3.03666213470767,0.674,0.057,1.22622869066352e-19,"Endo_CLDN5"
"DGCR52",5.07424749478725e-24,3.2449228180638,0.736,0.243,2.55138238285398e-19,"Endo_CLDN5"
"NPTXR",5.58522589881064e-24,2.71282556725749,0.713,0.157,2.80830743418098e-19,"Endo_CLDN5"
"C8orf345",6.00335836810396e-24,5.39586920495906,0.779,0.243,3.01854862106635e-19,"Endo_CLDN5"
"GUCY1A21",6.35286228837338e-24,4.48120030014819,0.743,0.229,3.19428268721702e-19,"Endo_CLDN5"
"JAM3",6.7886909706105e-24,4.13325062816783,0.685,0.1,3.41342170693267e-19,"Endo_CLDN5"
"PCDH91",1.12655184502235e-23,4.00636809859318,0.92,0.6,5.66441533195689e-19,"Endo_CLDN5"
"KHDC1",1.15122163483651e-23,3.35458711191645,0.777,0.243,5.78845750212143e-19,"Endo_CLDN5"
"TUBB2B1",1.39950223081411e-23,3.20461648369642,0.556,0,7.03683716675642e-19,"Endo_CLDN5"
